unicode,seal_radical,trad_radical,simp_radical
23850,山,山,46.0
23851,,山,46.0
23852,,,46.0
23853,,山,46.0
23854,,,46.0
23855,山,山,46.0
23856,,山,46.0
23857,,山,46.0
23858,,山,46.0
23859,,山,46.0
23860,,山,46.0
23861,山,山,46.0
23862,,山,46.0
23863,,山,46.0
23864,,山,46.0
23865,,山,46.0
23866,,山,46.0
23867,,山,46.0
23868,,山,46.0
23869,,山,46.0
23870,,山,46.0
23871,,山,46.0
23872,,山,46.0
23873,,山,46.0
23874,,山,46.0
23875,,山,46.0
23876,,山,46.0
23877,,山,46.0
23878,山,山,46.0
23879,山,山,46.0
23880,,山,46.0
23881,,山,46.0
23882,,山,46.0
23883,,山,46.0
23884,山,山,46.0
23885,山,山,46.0
23886,山,山,46.0
23887,山,山,46.0
23888,山,山,46.0
23889,,山,46.0
23890,山,山,46.0
23891,,山,46.0
23892,,山,46.0
23893,山,山,46.0
23894,,,46.0
23895,步,止,46.0
23896,山,山,46.0
23897,,,46.0
23898,,山,46.0
23899,,山,46.0
23900,,山,46.0
23901,,山,46.0
23902,屾,山,46.0
23903,屵,山,46.0
23904,,山,46.0
23905,,山,46.0
23906,,山,46.0
23907,,山,46.0
23908,,山,46.0
23909,,山,46.0
23910,,山,46.0
23911,,山,46.0
23912,,山,46.0
23913,山,山,46.0
23914,,山,46.0
23915,,山,46.0
23916,嵬,山,46.0
23917,,山,46.0
23918,,山,46.0
23919,山,山,46.0
23920,,山,46.0
23921,,山,46.0
23922,,山,46.0
23923,山,山,46.0
23924,,山,46.0
23925,,,46.0
23926,,,46.0
23927,,山,46.0
23928,,山,46.0
23929,,山,46.0
23930,,山,46.0
23931,,山,46.0
23932,,山,46.0
23933,,山,46.0
23934,,山,46.0
23935,,山,46.0
23936,,山,46.0
23937,,山,46.0
23938,,山,46.0
23939,,山,46.0
23940,,山,46.0
23941,山,山,46.0
23942,,山,46.0
23943,阜,山,46.0
23944,,山,46.0
23945,,山,46.0
23946,,山,46.0
23947,山,山,46.0
23948,山,山,46.0
23949,,,46.0
23950,,,46.0
23951,屵,山,46.0
23952,,山,46.0
23953,,山,46.0
23954,,山,46.0
23955,,山,46.0
23956,,山,46.0
23957,,山,46.0
23958,,山,46.0
23959,,山,46.0
23960,山,山,46.0
23961,山,山,46.0
23962,,山,46.0
23963,,山,46.0
23964,,山,46.0
23965,,山,46.0
23966,山,山,46.0
23967,,山,46.0
23968,山,山,46.0
23969,,山,46.0
23970,山,山,46.0
23971,,,46.0
23972,山,山,46.0
23973,,,46.0
23974,,山,46.0
23975,山,山,46.0
23976,山,山,46.0
23977,,山,46.0
23978,,山,46.0
23979,,山,46.0
23980,,山,46.0
23981,山,山,46.0
23982,,山,46.0
23983,,山,46.0
23984,,山,46.0
23985,,山,46.0
23986,隹,山,46.0
23987,,山,46.0
23988,,,46.0
23989,,,46.0
23990,,,46.0
23991,山,山,46.0
23992,山,山,46.0
23993,,山,46.0
23994,山,山,46.0
23995,山,山,46.0
23996,山,山,46.0
23997,山,山,46.0
23998,,山,46.0
23999,,,46.0
24000,山,山,46.0
24001,山,山,46.0
24002,隹,隹,46.0
24003,,山,46.0
24004,,,46.0
24005,,山,46.0
24006,,山,46.0
24007,,山,46.0
24008,,山,46.0
24009,,山,46.0
24010,,山,46.0
24011,,山,46.0
24012,,山,46.0
24013,嵬,山,46.0
24014,,山,46.0
24015,,山,46.0
24016,,山,46.0
24017,,山,46.0
24018,山,山,46.0
24019,,山,46.0
24020,,山,46.0
24021,,,46.0
24022,山,山,46.0
24023,山,山,46.0
24024,,山,46.0
24025,,山,46.0
24026,,山,46.0
24027,川,巛,47.0
24028,巜,巛,47.0
24029,川,巛,47.0
24030,川,巛,47.0
24031,川,巛,47.0
24032,川,巛,47.0
24033,辵,巛,162.0
24034,巢,巛,47.0
24035,,巛,47.0
24036,囟,巛,47.0
24037,工,工,48.0
24038,左,工,48.0
24039,工,工,48.0
24040,工,工,48.0
24041,革,工,48.0
24042,,,48.0
24043,巫,工,48.0
24044,,,48.0
24045,,,48.0
24046,左,工,48.0
24047,,,48.0
24048,,,48.0
24049,己,己,49.0
24050,巳,己,49.0
24051,巳,己,49.0
24052,巴,己,49.0
24053,卮,己,49.0
24054,,己,49.0
24055,𨛜,己,49.0
24056,𦣞,己,49.0
24057,己,,49.0
24058,丌,己,49.0
24059,卩,卩,49.0
24060,,,49.0
24061,丌,己,49.0
24062,巾,巾,50.0
24063,巿,巾,50.0
24064,帀,巾,50.0
24065,巾,巾,50.0
24066,冂,巾,50.0
24067,巾,巾,50.0
24068,,巾,50.0
24069,巾,巾,50.0
24070,馬,巾,50.0
24071,𦘒,巾,50.0
24072,帀,巾,50.0
24073,巾,巾,50.0
24074,巾,巾,50.0
24075,,巾,50.0
24076,禾,巾,50.0
24077,,巾,50.0
24078,,巾,50.0
24079,巾,巾,50.0
24080,巾,巾,50.0
24081,巾,巾,50.0
24082,巾,巾,50.0
24083,,巾,50.0
24084,巾,巾,50.0
24085,,巾,50.0
24086,巾,巾,50.0
24087,巾,巾,50.0
24088,竹,巾,50.0
24089,巾,巾,50.0
24090,巾,巾,50.0
24091,帛,巾,50.0
24092,巾,巾,50.0
24093,丄,巾,50.0
24094,,巾,50.0
24095,巾,巾,50.0
24096,,巾,50.0
24097,,巾,50.0
24098,,巾,50.0
24099,巾,巾,50.0
24100,巾,巾,50.0
24101,巾,巾,50.0
24102,巾,巾,50.0
24103,,巾,50.0
24104,巾,巾,50.0
24105,,巾,50.0
24106,,巾,50.0
24107,帀,巾,50.0
24108,巾,巾,50.0
24109,巾,巾,50.0
24110,,巾,50.0
24111,,巾,50.0
24112,,止,50.0
24113,巾,巾,50.0
24114,,巾,50.0
24115,巾,巾,50.0
24116,巾,巾,50.0
24117,,巾,50.0
24118,巾,巾,50.0
24119,巾,巾,50.0
24120,巾,巾,50.0
24121,,巾,50.0
24122,,巾,50.0
24123,巾,巾,50.0
24124,巾,巾,50.0
24125,冃,巾,50.0
24126,,巾,50.0
24127,,巾,50.0
24128,,巾,50.0
24129,,巾,50.0
24130,冖,巾,50.0
24131,巾,巾,50.0
24132,木,巾,50.0
24133,巾,巾,50.0
24134,,巾,50.0
24135,,巾,50.0
24136,,巾,50.0
24137,,,50.0
24138,,巾,50.0
24139,巾,巾,50.0
24140,木,巾,50.0
24141,,巾,50.0
24142,巾,巾,50.0
24143,巾,巾,50.0
24144,巾,肉,130.0
24145,巾,巾,50.0
24146,巾,巾,50.0
24147,,巾,50.0
24148,巾,巾,50.0
24149,巾,巾,50.0
24150,巾,巾,50.0
24151,巾,巾,50.0
24152,巾,巾,50.0
24153,,巾,50.0
24154,,巾,50.0
24155,,,50.0
24156,,巾,50.0
24157,巾,巾,50.0
24158,巾,巾,50.0
24159,巾,巾,50.0
24160,巾,巾,50.0
24161,巾,巾,50.0
24162,巾,巾,50.0
24163,巾,巾,50.0
24164,,巾,50.0
24165,,,50.0
24166,巾,巾,50.0
24167,巾,巾,50.0
24168,,巾,50.0
24169,巾,巾,50.0
24170,巾,巾,50.0
24171,,巾,50.0
24172,巾,巾,50.0
24173,巾,巾,50.0
24174,,巾,50.0
24175,,巾,50.0
24176,巾,巾,50.0
24177,,巾,50.0
24178,干,干,51.0
24179,亏,干,51.0
24180,禾,干,51.0
24181,幵,干,51.0
24182,从,一,51.0
24183,从,干,51.0
24184,夭,干,51.0
24185,木,干,51.0
24186,幺,幺,52.0
24187,予,幺,52.0
24188,幺,幺,52.0
24189,𢆶,幺,52.0
24190,𢆶,幺,52.0
24191,广,广,53.0
24192,,广,53.0
24193,,广,53.0
24194,,广,53.0
24195,,广,53.0
24196,艸,广,53.0
24197,,,53.0
24198,心,心,53.0
24199,广,广,53.0
24200,,广,53.0
24201,广,广,53.0
24202,木,广,53.0
24203,,广,53.0
24204,广,广,53.0
24205,,广,53.0
24206,,广,53.0
24207,广,广,53.0
24208,广,广,53.0
24209,广,广,53.0
24210,,艸,53.0
24211,广,广,53.0
24212,心,心,53.0
24213,广,广,53.0
24214,广,广,53.0
24215,土,广,53.0
24216,,广,53.0
24217,广,广,53.0
24218,庚,广,53.0
24219,,广,53.0
24220,广,广,53.0
24221,,广,53.0
24222,广,龍,53.0
24223,广,广,53.0
24224,广,广,53.0
24225,,广,53.0
24226,广,广,53.0
24227,,广,53.0
24228,广,广,53.0
24229,木,广,53.0
24230,又,广,53.0
24231,,广,53.0
24232,,广,53.0
24233,,广,53.0
24234,广,广,53.0
24235,广,广,53.0
24236,,广,53.0
24237,广,广,53.0
24238,广,广,53.0
24239,,广,53.0
24240,广,广,53.0
24241,广,广,53.0
24242,,广,53.0
24243,广,广,53.0
24244,,广,53.0
24245,,广,53.0
24246,广,广,53.0
24247,禾,广,53.0
24248,用,广,53.0
24249,,广,53.0
24250,,广,53.0
24251,广,广,53.0
24252,高,广,53.0
24253,宀,广,53.0
24254,广,广,53.0
24255,广,广,53.0
24256,,广,53.0
24257,广,广,53.0
24258,广,广,53.0
24259,,广,53.0
24260,广,广,53.0
24261,,广,53.0
24262,,广,53.0
24263,广,广,53.0
24264,广,广,53.0
24265,广,广,53.0
24266,广,广,53.0
24267,,广,53.0
24268,廌,广,53.0
24269,,,53.0
24270,高,广,53.0
24271,广,广,53.0
24272,广,广,53.0
24273,广,广,53.0
24274,,广,53.0
24275,雨,广,53.0
24276,广,广,53.0
24277,,广,53.0
24278,广,广,53.0
24279,,广,53.0
24280,,广,53.0
24281,广,广,53.0
24282,广,广,53.0
24283,广,广,53.0
24284,,广,53.0
24285,,广,53.0
24286,广,广,53.0
24287,广,广,53.0
24288,,广,53.0
24289,广,广,53.0
24290,广,广,53.0
24291,广,广,53.0
24292,,,53.0
24293,广,广,53.0
24294,广,广,53.0
24295,,广,53.0
24296,,广,53.0
24297,㐭,广,53.0
24298,㐭,广,53.0
24299,广,广,53.0
24300,广,广,53.0
24301,,,53.0
24302,广,广,53.0
24303,,广,53.0
24304,,广,53.0
24305,广,广,53.0
24306,,广,53.0
24307,,广,53.0
24308,廴,廴,54.0
24309,,廴,54.0
24310,㢟,廴,54.0
24311,廴,廴,54.0
24312,,辵,54.0
24313,,辵,54.0
24314,廴,廴,54.0
24315,,廴,54.0
24316,乃,,54.0
24317,,廴,54.0
24318,廾,廾,55.0
24319,十,廾,55.0
24320,幵,門,55.0
24321,皃,廾,55.0
24322,廾,廾,55.0
24323,𠦒,廾,55.0
24324,廾,廾,55.0
24325,,廾,55.0
24326,,廾,55.0
24327,廾,廾,55.0
24328,廾,廾,55.0
24329,,大,55.0
24330,㡀,廾,55.0
24331,𠂆,弋,56.0
24332,一,弋,56.0
24333,二,弋,56.0
24334,三,弋,56.0
24335,工,弋,56.0
24336,,,56.0
24337,殺,弋,56.0
24338,殺,弋,56.0
24339,弓,弓,57.0
24340,人,弓,57.0
24341,弓,弓,57.0
24342,,弓,57.0
24343,丿,弓,57.0
24344,弓,弓,57.0
24345,弓,弓,57.0
24346,,弓,57.0
24347,弓,弓,57.0
24348,弜,弓,57.0
24349,,弓,57.0
24350,欠,弓,57.0
24351,弟,弓,57.0
24352,弓,弓,57.0
24353,,弓,57.0
24354,弓,弓,57.0
24355,,弓,57.0
24356,,弓,57.0
24357,長,弓,57.0
24358,弦,弓,57.0
24359,弓,弓,57.0
24360,弓,弓,57.0
24361,弓,弓,57.0
24362,,,57.0
24363,,弓,57.0
24364,,弓,57.0
24365,弓,弓,57.0
24366,,弓,57.0
24367,弓,弓,57.0
24368,,弓,57.0
24369,彡,弓,57.0
24370,弓,弓,57.0
24371,,,57.0
24372,弓,弓,57.0
24373,弓,弓,57.0
24374,,弓,57.0
24375,虫,弓,57.0
24376,弓,弓,57.0
24377,弓,弓,57.0
24378,虫,弓,57.0
24379,弜,弓,57.0
24380,弜,弓,57.0
24381,韋,弓,57.0
24382,,弓,57.0
24383,,弓,57.0
24384,弓,弓,57.0
24385,,,57.0
24386,,癶,57.0
24387,弓,弓,57.0
24388,弓,弓,57.0
24389,,,57.0
24390,弓,弓,57.0
24391,,弓,57.0
24392,弓,弓,57.0
24393,弓,弓,57.0
24394,弓,弓,57.0
24395,,弓,57.0
24396,長,弓,57.0
24397,弓,弓,57.0
24398,弓,弓,57.0
24399,弓,弓,57.0
24400,又,彐,58.0
24401,彑,彐,58.0
24402,止,止,58.0
24403,田,田,58.0
24404,彔,彐,58.0
24405,彔,金,58.0
24406,彑,彐,58.0
24407,又,彐,58.0
24408,彑,彐,58.0
24409,㣇,彐,58.0
24410,𣎵,彐,58.0
24411,,彐,58.0
24412,,彐,58.0
24413,糸,彐,58.0
24414,糸,彐,58.0
24415,,彐,58.0
24416,雈,彐,58.0
24417,彡,彡,59.0
24418,彡,彡,59.0
24419,彣,彡,59.0
24420,丹,彡,59.0
24421,彣,彡,59.0
24422,彣,彡,59.0
24423,有,彡,59.0
24424,,彡,59.0
24425,彡,彡,59.0
24426,虎,彡,141.0
24427,彡,彡,59.0
24428,人,彡,59.0
24429,壴,彡,59.0
24430,,彡,59.0
24431,,彡,59.0
24432,彡,彡,59.0
24433,日,彡,59.0
24434,,彡,59.0
24435,彳,彳,60.0
24436,,彳,60.0
24437,,彳,60.0
24438,彳,彳,60.0
24439,彳,彳,60.0
24440,,彳,60.0
24441,殳,彳,60.0
24442,,彳,60.0
24443,攴,彳,60.0
24444,彳,彳,60.0
24445,,彳,60.0
24446,,彳,60.0
24447,,彳,60.0
24448,彳,彳,60.0
24449,辵,彳,60.0
24450,辵,彳,60.0
24451,彳,彳,60.0
24452,彳,彳,60.0
24453,彳,彳,60.0
24454,,彳,60.0
24455,彳,彳,60.0
24456,彳,彳,60.0
24457,,彳,60.0
24458,,彳,60.0
24459,彳,彳,60.0
24460,彳,彳,60.0
24461,,彳,60.0
24462,彳,彳,60.0
24463,,彳,60.0
24464,彳,彳,60.0
24465,彳,彳,60.0
24466,辵,彳,60.0
24467,,彳,60.0
24468,,彳,60.0
24469,,彳,60.0
24470,,彳,60.0
24471,彳,彳,60.0
24472,衣,彳,60.0
24473,辵,彳,60.0
24474,,,60.0
24475,彳,彳,60.0
24476,,彳,60.0
24477,,彳,60.0
24478,从,彳,60.0
24479,,彳,60.0
24480,,彳,60.0
24481,彳,彳,60.0
24482,,彳,60.0
24483,,彳,60.0
24484,,人,60.0
24485,彳,彳,60.0
24486,彳,彳,60.0
24487,彳,彳,60.0
24488,辵,彳,60.0
24489,彳,彳,60.0
24490,彳,彳,60.0
24491,,彳,60.0
24492,彳,彳,60.0
24493,,彳,60.0
24494,彳,彳,60.0
24495,彳,彳,60.0
24496,,彳,60.0
24497,,彳,60.0
24498,彳,彳,60.0
24499,彳,彳,60.0
24500,𡈼,彳,60.0
24501,𡈼,彳,60.0
24502,,彳,60.0
24503,彳,彳,60.0
24504,,彳,60.0
24505,攴,彳,60.0
24506,,,60.0
24507,,彳,60.0
24508,彳,彳,60.0
24509,糸,彳,60.0
24510,,彳,60.0
24511,,彳,60.0
24512,,彳,60.0
24513,,人,60.0
24514,彳,彳,60.0
24515,心,心,61.0
24516,,心,61.0
24517,八,心,61.0
24518,,心,61.0
24519,,心,61.0
24520,,心,61.0
24521,,心,61.0
24522,,心,61.0
24523,,心,61.0
24524,心,心,61.0
24525,心,心,61.0
24526,人,心,61.0
24527,,心,61.0
24528,,心,61.0
24529,,心,61.0
24530,心,心,61.0
24531,心,心,61.0
24532,,心,61.0
24533,心,心,61.0
24534,心,心,61.0
24535,心,心,61.0
24536,心,心,61.0
24537,,心,61.0
24538,,心,61.0
24539,,心,61.0
24540,,心,61.0
24541,心,心,61.0
24542,心,心,61.0
24543,心,心,61.0
24544,心,心,61.0
24545,心,心,61.0
24546,心,心,61.0
24547,,心,61.0
24548,午,心,61.0
24549,心,心,61.0
24550,心,心,61.0
24551,心,心,61.0
24552,心,心,61.0
24553,囪,心,61.0
24554,,心,61.0
24555,心,心,61.0
24556,,心,61.0
24557,,心,61.0
24558,心,心,61.0
24559,心,心,61.0
24560,心,心,61.0
24561,心,心,61.0
24562,,心,61.0
24563,,心,61.0
24564,,心,61.0
24565,心,心,61.0
24566,,心,61.0
24567,,心,61.0
24568,心,心,61.0
24569,犬,心,61.0
24570,,心,61.0
24571,心,心,61.0
24572,心,心,61.0
24573,心,心,61.0
24574,心,心,61.0
24575,心,心,61.0
24576,心,心,61.0
24577,心,心,61.0
24578,心,心,61.0
24579,心,心,61.0
24580,,心,61.0
24581,心,心,61.0
24582,心,心,61.0
24583,,心,61.0
24584,心,心,61.0
24585,,心,61.0
24586,心,心,61.0
24587,心,心,61.0
24588,,心,61.0
24589,心,心,61.0
24590,,心,61.0
24591,心,心,61.0
24592,,心,61.0
24593,,心,61.0
24594,心,心,61.0
24595,心,心,61.0
24596,,心,61.0
24597,心,心,61.0
24598,心,心,61.0
24599,,心,61.0
24600,,心,61.0
24601,心,心,61.0
24602,心,心,61.0
24603,心,心,61.0
24604,心,心,61.0
24605,思,心,61.0
24606,心,心,61.0
24607,,心,61.0
24608,心,心,61.0
24609,心,心,61.0
24610,,心,61.0
24611,,心,61.0
24612,心,心,61.0
24613,心,心,61.0
24614,,心,61.0
24615,心,心,61.0
24616,心,心,61.0
24617,心,心,61.0
24618,心,心,61.0
24619,心,心,61.0
24620,,心,61.0
24621,,心,61.0
24622,心,心,61.0
24623,犬,心,61.0
24624,,心,61.0
24625,囪,心,61.0
24626,心,心,61.0
24627,心,心,61.0
24628,,心,61.0
24629,心,心,61.0
24630,,心,61.0
24631,,心,61.0
24632,,心,61.0
24633,,人,61.0
24634,,,61.0
24635,糸,糸,61.0
24636,心,心,61.0
24637,,,61.0
24638,,,61.0
24639,心,心,61.0
24640,,心,61.0
24641,心,心,61.0
24642,心,心,61.0
24643,心,心,61.0
24644,,心,61.0
24645,,心,61.0
24646,二,心,61.0
24647,心,心,61.0
24648,,心,61.0
24649,心,心,61.0
24650,劦,心,61.0
24651,女,心,61.0
24652,,心,61.0
24653,心,心,61.0
24654,,心,61.0
24655,,心,61.0
24656,心,心,61.0
24657,心,心,61.0
24658,二,心,61.0
24659,,心,61.0
24660,心,心,61.0
24661,心,心,61.0
24662,思,心,61.0
24663,,心,61.0
24664,,心,61.0
24665,心,心,61.0
24666,心,心,61.0
24667,,心,61.0
24668,,心,61.0
24669,心,心,61.0
24670,,心,61.0
24671,,心,61.0
24672,,心,61.0
24673,口,心,61.0
24674,心,心,61.0
24675,心,心,61.0
24676,心,心,61.0
24677,心,心,61.0
24678,,心,61.0
24679,心,心,61.0
24680,心,心,61.0
24681,心,心,61.0
24682,心,心,61.0
24683,心,心,61.0
24684,心,心,61.0
24685,心,心,61.0
24686,心,心,61.0
24687,心,心,61.0
24688,心,心,61.0
24689,言,心,61.0
24690,,心,61.0
24691,心,心,61.0
24692,,心,61.0
24693,,心,61.0
24694,心,心,61.0
24695,,,61.0
24696,心,心,61.0
24697,心,心,61.0
24698,豈,心,61.0
24699,心,心,61.0
24700,女,心,61.0
24701,心,心,61.0
24702,,心,61.0
24703,力,心,61.0
24704,,心,61.0
24705,心,心,61.0
24706,,心,61.0
24707,心,心,61.0
24708,心,心,61.0
24709,言,心,61.0
24710,心,心,61.0
24711,心,心,61.0
24712,心,心,61.0
24713,釆,心,61.0
24714,心,心,61.0
24715,,心,61.0
24716,心,心,61.0
24717,心,心,61.0
24718,,心,61.0
24719,心,心,61.0
24720,心,心,61.0
24721,心,心,61.0
24722,心,心,61.0
24723,,心,61.0
24724,心,心,61.0
24725,,心,61.0
24726,言,心,61.0
24727,,心,61.0
24728,,心,61.0
24729,,心,61.0
24730,心,心,61.0
24731,心,心,61.0
24732,,心,61.0
24733,心,心,61.0
24734,,心,61.0
24735,心,心,61.0
24736,心,心,61.0
24737,,心,61.0
24738,,心,61.0
24739,心,心,61.0
24740,囪,心,61.0
24741,人,心,61.0
24742,言,心,61.0
24743,,,61.0
24744,,心,61.0
24745,,心,61.0
24746,,心,61.0
24747,心,心,61.0
24748,𥄉,心,61.0
24749,手,心,61.0
24750,,心,61.0
24751,門,心,61.0
24752,心,心,61.0
24753,心,心,61.0
24754,心,心,61.0
24755,心,心,61.0
24756,心,心,61.0
24757,心,心,61.0
24758,心,心,61.0
24759,,心,61.0
24760,心,心,61.0
24761,心,心,61.0
24762,心,心,61.0
24763,,心,61.0
24764,心,心,61.0
24765,心,心,61.0
24766,,心,61.0
24767,,心,61.0
24768,心,心,61.0
24769,心,心,61.0
24770,心,心,61.0
24771,,心,61.0
24772,心,心,61.0
24773,心,心,61.0
24774,心,心,61.0
24775,心,心,61.0
24776,,心,61.0
24777,心,心,61.0
24778,馬,心,61.0
24779,,心,61.0
24780,宀,心,61.0
24781,,心,61.0
24782,心,心,61.0
24783,心,心,61.0
24784,,心,61.0
24785,心,心,61.0
24786,,心,61.0
24787,,心,61.0
24788,心,心,61.0
24789,心,心,61.0
24790,心,心,61.0
24791,,心,61.0
24792,,心,61.0
24793,心,心,61.0
24794,,心,61.0
24795,心,心,61.0
24796,心,心,61.0
24797,,心,61.0
24798,,心,61.0
24799,心,心,61.0
24800,叀,心,61.0
24801,心,心,61.0
24802,惢,心,61.0
24803,,心,61.0
24804,,心,61.0
24805,,心,61.0
24806,,,61.0
24807,心,心,61.0
24808,心,心,61.0
24809,心,心,61.0
24810,心,彳,61.0
24811,心,心,61.0
24812,心,心,61.0
24813,心,心,61.0
24814,心,心,61.0
24815,手,心,61.0
24816,心,心,61.0
24817,女,心,61.0
24818,心,心,61.0
24819,心,心,61.0
24820,心,心,61.0
24821,,心,61.0
24822,心,心,61.0
24823,心,心,61.0
24824,,心,61.0
24825,心,心,61.0
24826,,心,61.0
24827,心,心,61.0
24828,,心,61.0
24829,心,心,61.0
24830,,心,61.0
24831,,心,61.0
24832,,心,61.0
24833,心,心,61.0
24834,,心,61.0
24835,心,心,61.0
24836,,心,61.0
24837,,心,61.0
24838,心,心,61.0
24839,是,心,61.0
24840,疒,心,61.0
24841,心,心,61.0
24842,心,心,61.0
24843,,心,61.0
24844,,心,61.0
24845,心,心,61.0
24846,,心,61.0
24847,心,心,61.0
24848,心,心,61.0
24849,,心,61.0
24850,心,心,61.0
24851,心,心,61.0
24852,,心,61.0
24853,,心,61.0
24854,,心,61.0
24855,,心,61.0
24856,,心,61.0
24857,心,心,61.0
24858,心,心,61.0
24859,夊,心,61.0
24860,心,心,61.0
24861,,心,61.0
24862,心,心,61.0
24863,心,心,61.0
24864,心,心,61.0
24865,,心,61.0
24866,,心,61.0
24867,,目,61.0
24868,心,心,61.0
24869,,,61.0
24870,心,心,61.0
24871,女,心,61.0
24872,心,心,61.0
24873,,心,61.0
24874,心,心,61.0
24875,,心,61.0
24876,言,心,61.0
24877,,心,61.0
24878,,心,61.0
24879,心,心,61.0
24880,,心,61.0
24881,,心,61.0
24882,,心,61.0
24883,心,心,61.0
24884,心,心,61.0
24885,心,心,61.0
24886,,心,61.0
24887,豈,心,61.0
24888,,心,61.0
24889,,心,61.0
24890,,心,61.0
24891,心,心,61.0
24892,心,心,61.0
24893,十,心,61.0
24894,心,心,61.0
24895,心,心,61.0
24896,,心,61.0
24897,心,心,61.0
24898,,心,61.0
24899,,心,61.0
24900,,心,61.0
24901,心,心,61.0
24902,心,心,61.0
24903,心,心,61.0
24904,心,心,61.0
24905,心,心,61.0
24906,心,心,61.0
24907,心,心,61.0
24908,,心,61.0
24909,心,心,61.0
24910,心,心,61.0
24911,,心,61.0
24912,,,61.0
24913,心,心,61.0
24914,心,心,61.0
24915,心,心,61.0
24916,心,心,61.0
24917,心,心,61.0
24918,,心,61.0
24919,,心,61.0
24920,心,心,61.0
24921,心,心,61.0
24922,心,心,61.0
24923,,心,61.0
24924,,心,61.0
24925,,心,61.0
24926,,心,61.0
24927,心,心,61.0
24928,,心,61.0
24929,,心,61.0
24930,心,心,61.0
24931,手,心,61.0
24932,心,心,61.0
24933,,心,61.0
24934,,心,61.0
24935,心,心,61.0
24936,心,心,61.0
24937,心,心,61.0
24938,,心,61.0
24939,心,心,61.0
24940,,心,61.0
24941,心,心,61.0
24942,思,心,61.0
24943,心,心,61.0
24944,心,心,61.0
24945,,心,61.0
24946,心,心,61.0
24947,手,心,61.0
24948,心,心,61.0
24949,心,心,61.0
24950,心,心,61.0
24951,心,心,61.0
24952,心,心,61.0
24953,心,心,61.0
24954,,心,61.0
24955,,心,61.0
24956,心,心,61.0
24957,心,心,61.0
24958,欠,心,61.0
24959,,心,61.0
24960,心,心,61.0
24961,,心,61.0
24962,夊,心,61.0
24963,心,心,61.0
24964,,心,61.0
24965,心,心,61.0
24966,,心,61.0
24967,心,心,61.0
24968,,心,61.0
24969,,心,61.0
24970,心,心,61.0
24971,,心,61.0
24972,心,心,61.0
24973,,心,61.0
24974,心,心,61.0
24975,,心,61.0
24976,心,心,61.0
24977,馬,心,61.0
24978,心,心,61.0
24979,,心,61.0
24980,頁,心,61.0
24981,心,心,61.0
24982,心,心,61.0
24983,,心,61.0
24984,,心,61.0
24985,喜,心,61.0
24986,心,心,61.0
24987,口,心,61.0
24988,心,心,61.0
24989,心,心,61.0
24990,心,心,61.0
24991,,心,61.0
24992,,心,61.0
24993,,心,61.0
24994,,心,61.0
24995,,心,61.0
