unicode,seal_radical,trad_radical,simp_radical
32958,肉,肉,130.0
32959,肉,肉,130.0
32960,,肉,130.0
32961,肉,肉,130.0
32962,肉,肉,130.0
32963,肉,肉,130.0
32964,肉,肉,130.0
32965,肉,肉,130.0
32966,肉,肉,130.0
32967,,肉,130.0
32968,,肉,130.0
32969,,肉,130.0
32970,肉,肉,130.0
32971,,肉,130.0
32972,肉,肉,130.0
32973,,肉,130.0
32974,肉,肉,130.0
32975,肉,肉,130.0
32976,,肉,130.0
32977,肉,肉,130.0
32978,,肉,130.0
32979,,肉,130.0
32980,骨,肉,130.0
32981,,肉,130.0
32982,半,肉,130.0
32983,肉,肉,130.0
32984,肉,肉,130.0
32985,肉,肉,130.0
32986,肉,肉,130.0
32987,,肉,130.0
32988,肉,肉,130.0
32989,肉,肉,130.0
32990,包,肉,130.0
32991,,肉,130.0
32992,肉,肉,130.0
32993,肉,肉,130.0
32994,,肉,130.0
32995,,肉,130.0
32996,肉,肉,130.0
32997,肉,肉,130.0
32998,,肉,130.0
32999,月,月,130.0
33000,,肉,130.0
33001,,,130.0
33002,肉,肉,130.0
33003,肉,肉,130.0
33004,,,130.0
33005,,肉,130.0
33006,,肉,130.0
33007,肉,肉,130.0
33008,,肉,130.0
33009,,肉,130.0
33010,肉,肉,130.0
33011,肉,肉,130.0
33012,,肉,130.0
33013,肉,肉,130.0
33014,肉,肉,130.0
33015,勹,肉,130.0
33016,勹,肉,130.0
33017,肉,肉,130.0
33018,,肉,130.0
33019,肉,肉,130.0
33020,骨,肉,130.0
33021,能,肉,130.0
33022,肉,肉,130.0
33023,,肉,130.0
33024,肉,肉,130.0
33025,肉,肉,130.0
33026,肉,肉,130.0
33027,肉,肉,130.0
33028,,肉,130.0
33029,肉,肉,130.0
33030,肉,肉,130.0
33031,肉,肉,130.0
33032,𠂢,肉,130.0
33033,𠂢,肉,130.0
33034,𠦬,肉,130.0
33035,,肉,130.0
33036,,,130.0
33037,肉,肉,130.0
33038,,,130.0
33039,,肉,130.0
33040,肉,肉,130.0
33041,匕,肉,130.0
33042,,,130.0
33043,血,肉,130.0
33044,肉,肉,130.0
33045,,肉,130.0
33046,,肉,130.0
33047,口,肉,130.0
33048,肉,肉,130.0
33049,肉,肉,130.0
33050,肉,肉,130.0
33051,肉,肉,130.0
33052,𦣻,肉,130.0
33053,,肉,130.0
33054,目,肉,130.0
33055,肉,肉,130.0
33056,肉,肉,130.0
33057,,肉,130.0
33058,肉,肉,130.0
33059,肉,肉,130.0
33060,示,肉,130.0
33061,,肉,130.0
33062,,肉,130.0
33063,肉,肉,130.0
33064,,肉,130.0
33065,肉,肉,130.0
33066,肉,肉,130.0
33067,肉,肉,130.0
33068,肉,肉,130.0
33069,,肉,130.0
33070,,肉,130.0
33071,肉,肉,130.0
33072,肉,肉,130.0
33073,肉,肉,130.0
33074,,,130.0
33075,,肉,130.0
33076,,疒,130.0
33077,,,130.0
33078,,肉,130.0
33079,,,130.0
33080,,肉,130.0
33081,,肉,130.0
33082,,肉,130.0
33083,,肉,130.0
33084,肉,肉,130.0
33085,肉,肉,130.0
33086,肉,肉,130.0
33087,,肉,130.0
33088,,肉,130.0
33089,骨,肉,130.0
33090,,肉,130.0
33091,,肉,130.0
33092,肉,肉,130.0
33093,,肉,130.0
33094,肉,肉,130.0
33095,,肉,130.0
33096,,肉,130.0
33097,,肉,130.0
33098,日,肉,130.0
33099,亦,肉,130.0
33100,肉,肉,130.0
33101,,肉,130.0
33102,肉,肉,130.0
33103,肉,肉,130.0
33104,肉,肉,130.0
33105,广,肉,130.0
33106,肉,肉,130.0
33107,肉,肉,130.0
33108,肉,肉,130.0
33109,手,肉,130.0
33110,,肉,130.0
33111,,肉,130.0
33112,,肉,130.0
33113,,,130.0
33114,,,130.0
33115,,肉,130.0
33116,肉,肉,130.0
33117,肉,肉,130.0
33118,,肉,130.0
33119,,肉,130.0
33120,,肉,130.0
33121,,肉,130.0
33122,,肉,130.0
33123,,肉,130.0
33124,,肉,130.0
33125,肉,肉,130.0
33126,匕,肉,130.0
33127,,肉,130.0
33128,肉,肉,130.0
33129,,肉,130.0
33130,,肉,130.0
33131,肉,肉,130.0
33132,肉,肉,130.0
33133,,肉,130.0
33134,,肉,130.0
33135,肉,肉,130.0
33136,𦥑,肉,130.0
33137,筋,肉,130.0
33138,,肉,130.0
33139,肉,肉,130.0
33140,肉,肉,130.0
33141,,肉,130.0
33142,,肉,130.0
33143,,肉,130.0
33144,肉,肉,130.0
33145,肉,肉,130.0
33146,,,130.0
33147,肉,肉,130.0
33148,面,面,130.0
33149,,肉,130.0
33150,馬,馬,130.0
33151,,肉,130.0
33152,肉,肉,130.0
33153,,肉,130.0
33154,呂,肉,130.0
33155,,肉,130.0
33156,,肉,130.0
33157,,肉,130.0
33158,,肉,130.0
33159,,肉,130.0
33160,,肉,130.0
33161,,肉,130.0
33162,肉,肉,130.0
33163,肉,肉,130.0
33164,肉,肉,130.0
33165,肉,肉,130.0
33166,肉,肉,130.0
33167,肉,肉,130.0
33168,呂,肉,130.0
33169,骨,肉,130.0
33170,,肉,130.0
33171,肉,肉,130.0
33172,,肉,130.0
33173,,肉,130.0
33174,,肉,130.0
33175,,肉,130.0
33176,肉,肉,130.0
33177,,肉,130.0
33178,肉,肉,130.0
33179,,肉,130.0
33180,肉,肉,130.0
33181,卩,肉,130.0
33182,肉,肉,130.0
33183,肉,肉,130.0
33184,肉,肉,130.0
33185,,肉,130.0
33186,肉,肉,130.0
33187,,肉,130.0
33188,,,74.0
33189,,,130.0
33190,,肉,130.0
33191,,肉,130.0
33192,,肉,130.0
33193,肉,肉,130.0
33194,,肉,130.0
33195,肉,肉,130.0
33196,肉,肉,130.0
33197,,肉,130.0
33198,肉,肉,130.0
33199,,肉,130.0
33200,炙,肉,130.0
33201,,肉,130.0
33202,,肉,130.0
33203,肉,肉,130.0
33204,肉,肉,130.0
33205,,,130.0
33206,,,130.0
33207,,肉,130.0
33208,,肉,130.0
33209,肉,肉,130.0
33210,肉,肉,130.0
33211,肉,肉,130.0
33212,,肉,130.0
33213,肉,肉,130.0
33214,肉,肉,130.0
33215,血,肉,130.0
33216,尸,肉,130.0
33217,,肉,130.0
33218,肉,肉,130.0
33219,,肉,130.0
33220,𧮫,肉,130.0
33221,,肉,130.0
33222,肉,肉,130.0
33223,肉,肉,130.0
33224,,肉,130.0
33225,,肉,130.0
33226,肉,肉,130.0
33227,,肉,130.0
33228,,,130.0
33229,肉,肉,130.0
33230,,肉,130.0
33231,骨,肉,130.0
33232,,肉,130.0
33233,肉,肉,130.0
33234,,肉,130.0
33235,,肉,130.0
33236,,肉,130.0
33237,,肉,130.0
33238,,肉,130.0
33239,,肉,130.0
33240,肉,肉,130.0
33241,,肉,130.0
33242,肉,肉,130.0
33243,,肉,130.0
33244,,肉,130.0
33245,,肉,130.0
33246,肉,肉,130.0
33247,,肉,130.0
33248,肉,肉,130.0
33249,肉,肉,130.0
33250,,肉,130.0
33251,臣,臣,131.0
33252,臤,臣,131.0
33253,臥,臣,131.0
33254,臣,臣,131.0
33255,臣,臣,131.0
33256,臥,臣,131.0
33257,夰,臣,131.0
33258,自,自,132.0
33259,,自,132.0
33260,木,自,132.0
33261,犬,自,132.0
33262,㐺,自,132.0
33263,夲,自,132.0
33264,歹,自,132.0
33265,自,自,132.0
33266,刀,自,132.0
33267,至,至,133.0
33268,夊,至,133.0
33269,,至,133.0
33270,,至,133.0
33271,,至,133.0
33272,至,至,133.0
33273,,至,133.0
33274,至,至,133.0
33275,至,至,133.0
33276,臼,臼,134.0
33277,臼,臼,134.0
33278,申,臼,134.0
33279,臼,臼,134.0
33280,臼,臼,134.0
33281,舁,臼,134.0
33282,臼,臼,134.0
33283,烏,臼,134.0
33284,烏,水,134.0
33285,男,臼,134.0
33286,車,車,134.0
33287,舁,臼,134.0
33288,舁,臼,134.0
33289,手,手,134.0
33290,雈,臼,134.0
33291,,臼,134.0
33292,舌,舌,135.0
33293,亼,舌,135.0
33294,亼,舌,135.0
33295,,舌,135.0
33296,舌,舌,135.0
33297,,舌,135.0
33298,予,舌,135.0
33299,舌,舌,135.0
33300,,舌,135.0
33301,,舌,135.0
33302,,金,135.0
33303,,,135.0
33304,,舌,135.0
33305,,舌,135.0
33306,,舌,135.0
33307,舛,舛,136.0
33308,舜,舛,136.0
33309,舛,舛,136.0
33310,舛,舛,136.0
33311,舟,舟,137.0
33312,,舟,137.0
33313,,舟,137.0
33314,,,137.0
33315,,舟,137.0
33316,,舟,137.0
33317,,舟,137.0
33318,,舟,137.0
33319,,舟,137.0
33320,,舟,137.0
33321,舟,舟,137.0
33322,方,舟,137.0
33323,舟,舟,137.0
33324,舟,舟,137.0
33325,,舟,137.0
33326,,,137.0
33327,,,137.0
33328,,舟,137.0
33329,,白,137.0
33330,,舟,137.0
33331,舟,舟,137.0
33332,,舟,137.0
33333,,舟,137.0
33334,,舟,137.0
33335,,舟,137.0
33336,舟,舟,137.0
33337,舟,舟,137.0
33338,,舟,137.0
33339,舟,舟,137.0
33340,,舟,137.0
33341,,舟,137.0
33342,,,137.0
33343,,,137.0
33344,,舟,137.0
33345,辵,舟,137.0
33346,,舟,137.0
33347,,舟,137.0
33348,,舟,137.0
33349,舟,舟,137.0
33350,,舟,137.0
33351,舟,舟,137.0
33352,,,137.0
33353,,,137.0
33354,,舟,137.0
33355,,舟,137.0
33356,,舟,137.0
33357,,,137.0
33358,舟,舟,137.0
33359,,舟,137.0
33360,舟,舟,137.0
33361,,舟,137.0
33362,,舟,137.0
33363,,舟,137.0
33364,,,137.0
33365,,舟,137.0
33366,,舟,137.0
33367,,舟,137.0
33368,木,舟,137.0
33369,,人,137.0
33370,,舟,137.0
33371,,舟,137.0
33372,,舟,137.0
33373,,,137.0
33374,,舟,137.0
33375,,舟,137.0
33376,,,137.0
33377,,舟,137.0
33378,,舟,137.0
33379,,舟,137.0
33380,,舟,137.0
33381,,舟,137.0
33382,,舟,137.0
33383,,舟,137.0
33384,,舟,137.0
33385,,舟,137.0
33386,,舟,137.0
33387,舟,舟,137.0
33388,,舟,137.0
33389,,舟,137.0
33390,匕,艮,138.0
33391,畐,艮,138.0
33392,堇,艮,138.0
33393,堇,艮,138.0
33394,色,色,139.0
33395,豐,色,139.0
33396,色,色,139.0
33397,色,色,139.0
33398,,色,139.0
33399,豐,色,139.0
33400,艸,艸,140.0
33401,艸,艸,140.0
33402,丮,艸,140.0
33403,,艸,140.0
33404,艸,艸,140.0
33405,艸,艸,140.0
33406,艸,艸,140.0
33407,艸,艸,140.0
33408,艸,艸,140.0
33409,,艸,140.0
33410,竹,竹,140.0
33411,艸,艸,140.0
33412,艸,艸,140.0
33413,,艸,140.0
33414,,艸,140.0
33415,𦫳,艸,140.0
33416,羊,羊,140.0
33417,,艸,140.0
33418,艸,艸,140.0
33419,艸,艸,140.0
33420,艸,艸,140.0
33421,艸,艸,140.0
33422,艸,艸,140.0
33423,,艸,140.0
33424,艸,艸,140.0
33425,艸,艸,140.0
33426,艸,艸,140.0
33427,艸,艸,140.0
33428,艸,艸,140.0
33429,,艸,140.0
33430,,艸,140.0
33431,艸,艸,140.0
33432,艸,艸,140.0
33433,艸,艸,140.0
33434,,艸,140.0
33435,艸,艸,140.0
33436,艸,艸,140.0
33437,艸,艸,140.0
33438,艸,艸,140.0
33439,艸,艸,140.0
33440,,艸,140.0
33441,艸,艸,140.0
33442,,艸,140.0
33443,艸,艸,140.0
33444,,艸,140.0
33445,艸,艸,140.0
33446,艸,艸,140.0
33447,艸,艸,140.0
33448,艸,艸,140.0
33449,艸,艸,140.0
33450,艸,艸,140.0
33451,艸,艸,140.0
33452,屮,艸,140.0
33453,,艸,140.0
33454,艸,艸,140.0
33455,,艸,140.0
33456,艸,艸,140.0
33457,𠌶,艸,140.0
33458,,艸,140.0
33459,艸,艸,140.0
33460,艸,艸,140.0
33461,,艸,140.0
33462,艸,艸,140.0
33463,,艸,140.0
33464,艸,艸,140.0
33465,艸,艸,140.0
33466,艸,艸,140.0
33467,艸,艸,140.0
33468,艸,艸,140.0
33469,艸,艸,140.0
33470,,艸,140.0
33471,,艸,140.0
33472,,艸,140.0
33473,,艸,140.0
33474,,艸,140.0
33475,,艸,140.0
33476,,,140.0
33477,,刀,140.0
33478,,,140.0
33479,艸,艸,140.0
33480,,艸,140.0
33481,,,140.0
33482,,,140.0
33483,艸,艸,140.0
33484,艸,艸,140.0
33485,艸,艸,140.0
33486,,艸,140.0
33487,艸,艸,140.0
33488,,艸,140.0
33489,艸,艸,140.0
33490,,艸,140.0
33491,艸,艸,140.0
33492,艸,艸,140.0
33493,艸,艸,140.0
33494,艸,艸,140.0
33495,艸,艸,140.0
33496,𣏟,艸,140.0
33497,,艸,140.0
33498,,艸,140.0
33499,艸,艸,140.0
33500,,艸,140.0
33501,,艸,140.0
33502,艸,艸,140.0
33503,艸,艸,140.0
33504,,艸,140.0
33505,艸,艸,140.0
33506,艸,艸,140.0
33507,艸,艸,140.0
33508,艸,艸,140.0
33509,艸,艸,140.0
33510,艸,艸,140.0
33511,,艸,140.0
33512,,艸,140.0
33513,,艸,140.0
33514,,艸,140.0
33515,艸,艸,140.0
33516,,艸,140.0
33517,,艸,140.0
33518,,艸,140.0
33519,,艸,140.0
33520,,艸,140.0
33521,艸,艸,140.0
33522,,艸,140.0
33523,艸,艸,140.0
33524,艸,艸,140.0
33525,艸,艸,140.0
33526,艸,艸,140.0
33527,艸,艸,140.0
33528,,艸,140.0
33529,艸,艸,140.0
33530,艸,艸,140.0
33531,,艸,140.0
33532,,艸,140.0
33533,艸,艸,140.0
33534,艸,艸,140.0
33535,,艸,140.0
33536,艸,艸,140.0
33537,艸,艸,140.0
33538,艸,艸,140.0
33539,艸,艸,140.0
33540,艸,艸,140.0
33541,艸,艸,140.0
33542,艸,艸,140.0
33543,艸,艸,140.0
33544,艸,艸,140.0
33545,,艸,140.0
33546,,艸,140.0
33547,,艸,140.0
33548,,艸,140.0
33549,茍,艸,140.0
33550,艸,艸,140.0
33551,艸,艸,140.0
33552,,艸,140.0
33553,艸,艸,140.0
33554,,,140.0
33555,,,140.0
33556,土,土,140.0
33557,卂,火,140.0
33558,艸,艸,140.0
33559,艸,艸,140.0
33560,,艸,140.0
33561,,艸,140.0
33562,,艸,140.0
33563,,艸,140.0
33564,艸,艸,140.0
33565,艸,艸,140.0
33566,艸,艸,140.0
33567,,艸,140.0
33568,蓐,艸,140.0
33569,,艸,140.0
33570,艸,艸,140.0
33571,,艸,140.0
33572,艸,艸,140.0
33573,艸,艸,140.0
33574,艸,艸,140.0
33575,糸,艸,140.0
33576,艸,艸,140.0
33577,艸,艸,140.0
33578,,艸,140.0
33579,,艸,140.0
33580,艸,艸,140.0
33581,艸,艸,140.0
33582,艸,艸,140.0
33583,糸,艸,140.0
33584,艸,艸,140.0
33585,艸,艸,140.0
33586,艸,艸,140.0
33587,,艸,140.0
33588,,艸,140.0
33589,艸,艸,140.0
33590,,艸,140.0
33591,艸,艸,140.0
33592,艸,艸,140.0
33593,艸,艸,140.0
33594,,艸,140.0
33595,茻,艸,140.0
33596,,艸,140.0
33597,,艸,140.0
33598,,艸,140.0
33599,艸,艸,140.0
33600,艸,艸,140.0
33601,,艸,140.0
33602,𠌶,艸,140.0
33603,艸,艸,140.0
33604,艸,艸,140.0
33605,艸,艸,140.0
33606,艸,艸,140.0
33607,艸,艸,140.0
33608,,艸,140.0
33609,艸,艸,140.0
33610,艸,艸,140.0
33611,艸,艸,140.0
33612,艸,艸,140.0
33613,艸,艸,140.0
33614,艸,艸,140.0
33615,艸,艸,140.0
33616,艸,艸,140.0
33617,艸,艸,140.0
33618,艸,艸,140.0
33619,艸,艸,140.0
33620,艸,艸,140.0
33621,,艸,140.0
33622,,艸,140.0
33623,,艸,140.0
33624,,艸,140.0
33625,,艸,140.0
33626,艸,艸,140.0
33627,艸,艸,140.0
33628,,艸,140.0
33629,艸,艸,140.0
33630,,艸,140.0
33631,艸,艸,140.0
33632,艸,艸,140.0
33633,水,艸,140.0
33634,,,140.0
33635,木,木,140.0
33636,艸,艸,140.0
33637,水,水,140.0
33638,牛,牛,140.0
33639,焱,火,140.0
33640,艸,艸,140.0
33641,艸,艸,140.0
33642,艸,艸,140.0
33643,艸,艸,140.0
33644,,艸,140.0
33645,,艸,140.0
33646,,艸,140.0
33647,艸,艸,140.0
33648,,艸,140.0
33649,,艸,140.0
33650,艸,艸,140.0
33651,,艸,140.0
33652,,艸,140.0
33653,艸,艸,140.0
33654,,艸,140.0
33655,艸,艸,140.0
33656,,艸,140.0
33657,艸,艸,140.0
33658,艸,艸,140.0
33659,,艸,140.0
33660,艸,艸,140.0
33661,,艸,140.0
33662,,艸,140.0
33663,,艸,140.0
33664,,艸,140.0
33665,,艸,140.0
33666,,艸,140.0
33667,艸,艸,140.0
33668,,艸,140.0
33669,,艸,140.0
33670,艸,艸,140.0
33671,,艸,140.0
33672,,艸,140.0
33673,,艸,140.0
33674,艸,艸,140.0
33675,艸,艸,140.0
33676,,艸,140.0
33677,艸,艸,140.0
33678,艸,艸,140.0
33679,,艸,140.0
33680,,艸,140.0
33681,艸,艸,140.0
33682,艸,艸,140.0
33683,屮,艸,140.0
33684,艸,艸,140.0
33685,艸,艸,140.0
33686,艸,艸,140.0
33687,,艸,140.0
33688,,艸,140.0
33689,艸,艸,140.0
33690,,艸,140.0
33691,艸,艸,140.0
33692,艸,艸,140.0
33693,艸,艸,140.0
33694,艸,艸,140.0
33695,,艸,140.0
33696,艸,艸,140.0
33697,,艸,140.0
33698,艸,艸,140.0
33699,艸,艸,140.0
33700,酉,艸,140.0
33701,艸,艸,140.0
33702,艸,艸,140.0
33703,艸,艸,140.0
33704,艸,艸,140.0
33705,艸,艸,140.0
33706,艸,艸,140.0
33707,茻,艸,140.0
33708,,艸,140.0
33709,,艸,140.0
33710,,艸,140.0
33711,,艸,140.0
33712,,,140.0
33713,艸,艸,140.0
33714,艸,艸,140.0
33715,艸,艸,140.0
33716,,艸,140.0
33717,,艸,140.0
33718,艸,艸,140.0
33719,犬,犬,140.0
33720,艸,艸,140.0
33721,玉,玉,140.0
33722,鳥,鳥,140.0
33723,,,140.0
33724,艸,艸,140.0
33725,茻,艸,140.0
33726,茻,艸,140.0
33727,艸,艸,140.0
33728,艸,艸,140.0
33729,艸,艸,140.0
33730,,艸,140.0
33731,,艸,140.0
33732,,艸,140.0
33733,艸,艸,140.0
33734,艸,艸,140.0
33735,,艸,140.0
33736,,艸,140.0
33737,艸,艸,140.0
33738,艸,艸,140.0
33739,艸,艸,140.0
33740,艸,艸,140.0
33741,,艸,140.0
33742,艸,艸,140.0
33743,水,艸,140.0
33744,菐,艸,140.0
33745,艸,艸,140.0
33746,,艸,140.0
33747,,艸,140.0
33748,艸,艸,140.0
33749,,艸,140.0
33750,,艸,140.0
33751,,艸,140.0
33752,,艸,140.0
33753,,艸,140.0
33754,,艸,140.0
33755,,艸,140.0
33756,艸,艸,140.0
33757,,艸,140.0
33758,,艸,140.0
33759,,艸,140.0
33760,,艸,140.0
33761,艸,艸,140.0
33762,,艸,140.0
33763,艸,艸,140.0
33764,,艸,140.0
33765,,艸,140.0
33766,艸,艸,140.0
33767,,艸,140.0
33768,艸,艸,140.0
33769,艸,艸,140.0
33770,,艸,140.0
33771,,艸,140.0
33772,艸,艸,140.0
33773,艸,艸,140.0
33774,,艸,140.0
33775,華,艸,140.0
33776,艸,艸,140.0
33777,艸,艸,140.0
33778,艸,艸,140.0
33779,艸,艸,140.0
33780,,艸,140.0
33781,,艸,140.0
33782,艸,艸,140.0
33783,,艸,140.0
33784,艸,艸,140.0
33785,艸,艸,140.0
33786,,艸,140.0
33787,艸,艸,140.0
33788,艸,艸,140.0
33789,艸,艸,140.0
33790,,艸,140.0
33791,艸,艸,140.0
33792,,艸,140.0
33793,艸,艸,140.0
33794,,艸,140.0
33795,艸,艸,140.0
33796,艸,艸,140.0
33797,艸,艸,140.0
33798,艸,艸,140.0
33799,艸,艸,140.0
33800,萈,艸,140.0
33801,艸,艸,140.0
33802,艸,艸,140.0
33803,艸,艸,140.0
33804,艸,艸,140.0
33805,水,艸,140.0
33806,艸,艸,140.0
33807,艸,艸,140.0
33808,艸,艸,140.0
33809,艸,艸,140.0
33810,,艸,140.0
33811,,艸,140.0
33812,,艸,140.0
33813,,艸,140.0
33814,,艸,140.0
33815,,艸,140.0
33816,,,140.0
33817,,,140.0
33818,艸,艸,140.0
33819,,自,140.0
33820,,,140.0
33821,艸,艸,140.0
33822,,,140.0
33823,丮,,140.0
33824,,,140.0
33825,,,140.0
33826,,,140.0
33827,,,140.0
33828,,虫,140.0
33829,宮,火,140.0
33830,糸,糸,140.0
33831,艸,艸,140.0
33832,,艸,140.0
33833,艸,艸,140.0
33834,,艸,140.0
33835,,艸,140.0
33836,禸,艸,114.0
33837,艸,艸,140.0
33838,,艸,140.0
33839,艸,艸,140.0
33840,,艸,140.0
33841,艸,艸,140.0
33842,,艸,140.0
33843,,艸,140.0
33844,艸,艸,140.0
33845,,艸,140.0
33846,艸,艸,140.0
33847,,艸,140.0
33848,艸,艸,140.0
33849,艸,艸,140.0
33850,艸,艸,140.0
33851,,艸,140.0
33852,,艸,140.0
33853,艸,艸,140.0
33854,,艸,140.0
33855,,艸,140.0
33856,,艸,140.0
33857,,艸,140.0
33858,,艸,140.0
33859,,艸,140.0
33860,,艸,140.0
33861,,艸,140.0
33862,艸,艸,140.0
33863,,艸,140.0
33864,,艸,140.0
33865,艸,艸,140.0
33866,,艸,140.0
33867,,艸,140.0
33868,艸,艸,140.0
33869,艸,艸,140.0
33870,艸,艸,140.0
33871,艸,艸,140.0
33872,,艸,140.0
33873,艸,艸,140.0
33874,,艸,140.0
33875,,艸,140.0
33876,,艸,140.0
33877,,艸,140.0
33878,,艸,140.0
33879,竹,艸,140.0
33880,艸,艸,140.0
33881,,艸,140.0
33882,艸,艸,140.0
33883,艸,艸,140.0
33884,,艸,140.0
33885,,艸,140.0
33886,,艸,140.0
33887,舜,艸,140.0
33888,艸,艸,140.0
33889,,艸,140.0
33890,艸,皿,140.0
33891,艸,艸,140.0
33892,,艸,140.0
33893,艸,艸,140.0
33894,艸,艸,140.0
33895,,艸,140.0
33896,,艸,140.0
33897,艸,艸,140.0
33898,,艸,140.0
33899,,艸,140.0
33900,茻,艸,140.0
33901,艸,艸,140.0
33902,,艸,140.0
33903,,艸,140.0
33904,艸,艸,140.0
33905,艸,艸,140.0
33906,,艸,140.0
33907,,艸,140.0
33908,艸,艸,140.0
33909,艸,艸,140.0
33910,,艸,140.0
33911,艸,艸,140.0
33912,,艸,140.0
33913,,艸,140.0
33914,艸,艸,140.0
33915,艸,艸,140.0
33916,艸,艸,140.0
33917,艸,艸,140.0
33918,,艸,140.0
33919,,艸,140.0
33920,,艸,140.0
33921,艸,艸,140.0
33922,艸,艸,140.0
33923,,艸,140.0
33924,,艸,140.0
33925,,,140.0
33926,,,140.0
33927,艸,艸,140.0
33928,,,140.0
33929,艸,艸,140.0
33930,,,140.0
33931,艸,艸,140.0
33932,艸,艸,140.0
33933,艸,艸,140.0
33934,,,140.0
33935,,,140.0
33936,艸,艸,140.0
33937,,艸,140.0
33938,,艸,140.0
33939,艸,艸,140.0
33940,艸,艸,140.0
33941,,艸,140.0
33942,,艸,140.0
33943,,艸,140.0
33944,,艸,140.0
33945,艸,艸,140.0
33946,艸,艸,140.0
33947,,艸,140.0
33948,艸,艸,140.0
33949,艸,艸,140.0
33950,,艸,140.0
33951,艸,艸,140.0
33952,,艸,140.0
33953,,艸,140.0
33954,艸,艸,140.0
33955,,艸,140.0
33956,,艸,140.0
33957,,艸,140.0
33958,雈,艸,140.0
33959,,艸,140.0
33960,,艸,140.0
33961,艸,艸,140.0
33962,,艸,140.0
33963,,艸,140.0
33964,艸,艸,140.0
33965,艸,艸,140.0
33966,艸,艸,140.0
33967,艸,艸,140.0
33968,,艸,140.0
33969,,艸,140.0
33970,艸,艸,140.0
33971,,艸,140.0
33972,,艸,140.0
33973,,艸,140.0
33974,,艸,140.0
33975,,艸,140.0
33976,艸,艸,86.0
33977,艸,艸,140.0
33978,,艸,140.0
33979,艸,艸,140.0
33980,艸,艸,140.0
33981,,艸,140.0
33982,,艸,140.0
33983,艸,艸,140.0
33984,艸,艸,140.0
33985,艸,艸,140.0
33986,艸,艸,140.0
33987,,艸,140.0
33988,艸,艸,140.0
33989,,艸,140.0
33990,艸,艸,140.0
33991,,艸,140.0
33992,艸,艸,140.0
33993,艸,艸,140.0
33994,,艸,140.0
33995,艸,艸,140.0
33996,,艸,140.0
33997,艸,艸,140.0
33998,,艸,140.0
33999,艸,艸,140.0
34000,蓐,艸,140.0
34001,衣,艸,140.0
34002,,艸,140.0
34003,,艸,140.0
34004,,艸,140.0
34005,,艸,140.0
34006,艸,艸,140.0
34007,,艸,140.0
34008,,艸,140.0
34009,,,140.0
34010,艸,,140.0
34011,艸,艸,140.0
34012,,,140.0
34013,艸,艸,140.0
34014,,,140.0
34015,艸,艸,140.0
34016,艸,艸,140.0
34017,艸,艸,140.0
34018,,,140.0
34019,,艸,140.0
34020,,艸,140.0
34021,金,金,140.0
34022,馬,馬,140.0
34023,艸,艸,140.0
34024,艸,艸,140.0
34025,艸,艸,140.0
34026,,艸,140.0
34027,,艸,140.0
34028,艸,艸,140.0
34029,,艸,140.0
34030,艸,艸,140.0
34031,,艸,140.0
34032,,艸,140.0
34033,艸,艸,140.0
34034,艸,艸,140.0
34035,艸,艸,140.0
34036,艸,艸,140.0
34037,,艸,140.0
34038,艸,艸,140.0
34039,艸,艸,140.0
34040,艸,艸,140.0
34041,,艸,140.0
34042,丮,艸,140.0
34043,艸,艸,140.0
34044,艸,艸,140.0
34045,,艸,140.0
34046,艸,艸,140.0
34047,,艸,140.0
34048,,艸,140.0
34049,艸,艸,140.0
34050,,艸,140.0
34051,,艸,140.0
34052,,艸,140.0
34053,,艸,140.0
34054,艸,艸,140.0
34055,艸,艸,140.0
34056,艸,艸,140.0
34057,,艸,140.0
34058,,艸,140.0
34059,,艸,140.0
34060,,艸,140.0
34061,,艸,140.0
34062,艸,艸,140.0
34063,,艸,140.0
34064,,艸,140.0
34065,𥄕,艸,140.0
34066,,艸,140.0
34067,艸,艸,140.0
34068,,艸,140.0
34069,艸,艸,140.0
34070,,艸,140.0
34071,艸,艸,140.0
34072,,艸,140.0
34073,,艸,140.0
34074,艸,艸,140.0
34075,,艸,140.0
34076,,艸,140.0
34077,,艸,140.0
34078,艸,艸,140.0
34079,艸,艸,140.0
34080,,艸,140.0
34081,艸,艸,140.0
34082,,艸,140.0
34083,艸,艸,140.0
34084,艸,艸,140.0
34085,艸,艸,140.0
34086,艸,艸,140.0
34087,,艸,140.0
34088,,艸,140.0
34089,艸,艸,140.0
34090,艸,艸,140.0
34091,艸,艸,140.0
34092,艸,艸,140.0
34093,艸,艸,140.0
34094,,艸,140.0
34095,,艸,140.0
34096,,艸,140.0
34097,,艸,140.0
34098,,,140.0
34099,,艸,140.0
34100,,麻,140.0
34101,,艸,140.0
34102,,,140.0
34103,艸,艸,140.0
34104,,儿,140.0
34105,艸,艸,140.0
34106,艸,艸,140.0
34107,,艸,140.0
34108,言,艸,140.0
34109,艸,艸,140.0
34110,,艸,140.0
34111,艸,艸,140.0
34112,,艸,140.0
34113,艸,艸,140.0
34114,,艸,140.0
34115,艸,艸,140.0
34116,,艸,140.0
34117,艸,艸,140.0
34118,艸,艸,140.0
34119,艸,艸,140.0
34120,艸,艸,140.0
34121,艸,艸,140.0
34122,惢,艸,140.0
34123,,艸,140.0
34124,,艸,140.0
34125,,艸,140.0
34126,,艸,140.0
34127,,艸,140.0
34128,華,艸,140.0
