codepoint,char,mid_initial,mid_final,mid_tone,old_initial,old_nucleus,old_coda,man_initial,man_final,man_tone,can_onset,can_nucleus,can_coda,can_tone
19074,䪂,kʰ,ɨk̲̲,³,,,,k,ɤ,2,k,a:,k,˧
19075,䪃,,,,,,,t,,1,t,ɵ,n,˥
19076,䪄,,,,,,,x,wɑŋ,2,w,ɔ:,ŋ,˩˨
19077,䪅,,,,,,,t,u,2,t,ʊ,k,˨
19078,䪆,tʰ,ei,³⁵,,,,tʰ,i,3,tʰ,ɐi,,˧˥
19079,䪇,b,ɑk̲̲,³,,,,p,uɔ,2,p,ɔ:,k,˨
19080,䪈,kʰ,iᴇn,³¹,,,,tɕʰ,jɛn,4,h,i:,n,˧˥
19081,䪉,l,iᴇp̲̲,³,r,a,b,l,je,4,l,i:,p,˨
19082,䪊,l,uŋ,³³,,,,l,ʊŋ,2,l,ʊ,ŋ,˩˨
19083,䪋,,,,,,,,,4,w,ɐi,,˨
19084,䪌,dʐɰ,ɛm,³³,,,,ʈʂ,an,4,,,,
19085,䪍,l,ɑn,³³,,,,l,an,2,l,a:,n,˩˨
19086,䪎,ʂʷ,i,³³,sqr,o,l,s,,1,s,ɵy,,˥
19087,䪏,n,əp̲̲,³,,,,n,a,4,,,,
19088,䪐,pɰ,i,³¹,,,,p,i,4,p,ei,,˧
19089,䪑,,,,,,,tʰ,uɔ,2,tʰ,ɔ:,,˩˨
19090,䪒,tɕj,ʊ,³¹,,,,ʈʂ,u,4,ts,y:,,˧
19091,䪓,t,ep̲̲,³,,,,t,je,1,,,,
19092,䪔,bj,ʊ,³⁵,,,,p,u,3,p,ou,,˧˥
19093,䪕,,,,,,,tɕ,y,2,k,ʊ,k,˥
19094,䪖,b,ɨu,³¹,,,,pʰ,uɔ,4,pʰ,ɐ,k,˧
19095,䪗,tʰʷ,ɑn,³⁵,ɡr,a,̠,ɕ,ja,2,h,a:,,˩˨
19096,䪘,,,,,,,,,3,t,a:i,,˥
19097,䪙,pʷj,ak̲̲,³,ph,a,̠ɡ,pʰ,uɔ,4,pʰ,ɔ:,k,˧
19098,䪚,t,ɑp̲̲,³,,,,t,a,1,tʰ,ɐ,p,˧
19099,䪛,bʷj,ɤn,³³,,,,f,an,1,f,a:,n,˥
19100,䪜,tɕʰ,iᴇm,³³,,,,ʈʂʰ,an,1,s,i:,m,˩˨
19101,䪝,ʔɰæk̲̲,,³,,,,x,u,4,w,ɔ:,k,˨
19102,䪞,dz,ɑp̲̲,³,,,,ts,a,2,,,,
19103,䪟,,,,,,,,,,,,,
19104,䪠,,,,,,,,,,s,a:i,,˥
19105,䪡,ts,ei,³³,,,,,,,ts,ɐi,,˥
19106,䪢,,,,s,i,̠,,,,ts,ɐi,,˥
19107,䪣,,,,,,,,,,ts,ɐi,,˥
19108,䪤,bʷj,ɤn,³³,b,a,n,f,an,2,f,a:,n,˩˨
19109,䪥,ɦɰ,ɛi,³¹,ɡr,ɯ,̠ds,ɕ,je,4,h,a:i,,˨
19110,䪦,ɦ,uŋ,³³,,,,x,ʊŋ,2,h,ʊ,ŋ,˩˨
19111,䪧,ɖ,iᴇ,³³,,,,ʈʂʰ,i,2,tsʰ,i:,,˩˨
19112,䪨,,,,,,,p,ɑʊ,2,p,ɔ:,k,˨
19113,䪩,ŋɰ,im,³³,,,,,in,2,ts,a:,m,˩˨
19114,䪪,,,,,,,,,,,,,
19115,䪫,ɦɰ,ɛŋ,³³,,,,tɕ,iŋ,1,h,a:,ŋ,˥
19116,䪬,pʰ,u̯ot̲̲,³,,,,p,uɔ,2,p,u:,t,˨
19117,䪭,,,,,,,ʐ,wan,3,ts,y:,n,˧˥
19118,䪮,tʂʰ,u,³⁵,,,,ʈʂʰ,oʊ,3,ts,a:u,,˥
19119,䪯,ʔʷ,iᴇŋ,³³,,,,,iŋ,1,,ɐ,ŋ,˥
19120,䪰,,,,,,,,i,1,ts,i:,,˥
19121,䪱,k,əi,³⁵,,,,k,ai,3,k,ɔ:i,,˧˥
19122,䪲,,,,,,,kʰ,,1,kʰw,a:,n,˥
19123,䪳,ʔ,i,³³,ɢʷ,i,nʔ,,yn,3,w,ɐ,n,˩˧
19124,䪴,tɕ,im,³⁵,klj,u,mʔ,ʈʂ,ən,3,t,a:,m,˧˥
19125,䪵,,,,,,,,ja,3,ŋ,a:,,˩˧
19126,䪶,tsj,ɤ,³³,,,,tɕ,y,1,ts,ɵy,,˥
19127,䪷,k,u,³¹,,,,x,oʊ,4,k,a:u,,˧
19128,䪸,mɰ,in,³³,,,,m,in,2,m,ɐ,n,˩˨
19129,䪹,b,u̯oi,³³,,,,p,ai,1,pʰ,ɐi,,˩˨
19130,䪺,k,ɑp̲̲,³,,,,k,ɤ,2,k,ɔ:,k,˧
19131,䪻,bʷj,ɤn,³⁵,br,o,ns,p,jɛn,4,p,i:,n,˨
19132,䪼,tɕʷ,it̲̲,³,klj,o,d,ʈʂ,uɔ,1,ts,y:,t,˧
19133,䪽,,,,,,,x,ɑʊ,4,h,ou,,˨
19134,䪾,tɕ,in,³⁵,klj,ɯ,nʔ,ʈʂ,ən,3,tsʰ,a:,n,˧˥
19135,䪿,,,,,,,ʂ,ɤŋ,3,s,ɵ,n,˧
19136,䫀,t,en,³⁵,,,,k,ən,3,,,,
19137,䫁,b,i,³¹,,,,p,i,4,p,ei,,˨
19138,䫂,t,ɑ,³⁵,,,,t,uɔ,3,t,ɔ:,,˥
19139,䫃,ʑʷ,in,³³,,,,ʈʂʰ,,2,s,ɵ,n,˩˨
19140,䫄,dʷɰæt̲̲,,³,,,,ʈʂʰ,wa,4,,,,
19141,䫅,s,əm,³¹,,,,s,an,4,s,ɐ,n,˧
19142,䫆,dʑ,iᴇŋ,³³,,,,ʈʂʰ,ɤŋ,2,t,i:,p,˨
19143,䫇,ȵ,iᴇm,³³,nj,a,m,ʐ,an,2,ts,i:,m,˩˨
19144,䫈,dʐɰ,im,³⁵,,,,ʈʂʰ,ən,3,tsʰ,i:,m,˩˨
19145,䫉,mɰæ,u,³¹,mr,e,̠wɡs,m,ɑʊ,4,m,a:u,,˨
19146,䫊,b,u̯oi,³³,,,,pʰ,ei,2,pʰ,u:i,,˩˨
19147,䫋,ʔʷɰ,iᴇ,³³,,,,,,1,tʰ,ɵy,,˩˨
19148,䫌,pʰ,iᴇ,³⁵,ph,e,̠ʔ,pʰ,i,3,pʰ,ei,,˧˥
19149,䫍,,,,,,,f,u,3,f,u:,,˧˥
19150,䫎,tɕʷ,iᴇt̲̲,³,,,,ʈʂ,uɔ,1,ts,y:,t,˧
19151,䫏,kʰ,ɨ,³³,kh,ɯ,,tɕʰ,i,1,h,ei,,˥
19152,䫐,l,im,³¹,,,,l,in,2,l,a:,m,˩˨
19153,䫑,,,,,,,,i,1,h,ei,,˥
19154,䫒,m,u̯on,³³,m,u,̠n,m,ən,2,m,u:,n,˩˨
19155,䫓,,,,,,,,u,2,ŋ,,,˩˨
19156,䫔,ɦ,ei,³¹,kh,e,̠d,tɕʰ,i,4,h,a:i,,˨
19157,䫕,t,et̲̲,³,,,,t,je,2,ts,a:,t,˨
19158,䫖,ʈʰ,im,³⁵,,,,ʈʂʰ,ən,3,tsʰ,ɐ,m,˧˥
19159,䫗,ɦɰæ,,³³,,,,ɕ,ja,2,h,a:,,˩˨
19160,䫘,h,ɑt̲̲,³,,,,x,ɤ,2,h,ɔ:,t,˧
19161,䫙,,,,,,,s,ɑŋ,3,s,ɔ:,ŋ,˧˥
19162,䫚,kʷɰæ,,³³,,,,k,wa,1,kw,a:,,˥
19163,䫛,ɦ,u,³³,,,,x,oʊ,2,h,ɐu,,˩˨
19164,䫜,ʔɰæ,u,³³,,,,,ɑʊ,1,,ɐu,,˥
19165,䫝,,,,,,,f,u,3,f,ʊ,k,˥
19166,䫞,kʰ,eu,³³,,,,tɕʰ,jɑʊ,1,kʰ,i:u,,˩˧
19167,䫟,ɦ,u̯on,³⁵,ɢr,u,nʔ,x,,4,w,ɐ,n,˨
19168,䫠,pʰɰ,i,³³,phr,ɯ,,pʰ,i,1,pʰ,ei,,˥
19169,䫡,ŋɰ,iᴇm,³³,ŋɡr,e,̠m,,jɛn,2,h,i:,m,˧
19170,䫢,s,iᴇ,³³,,,,s,i,1,s,i:,,˥
19171,䫣,ɦ,ei,³³,,,,ɕ,i,2,h,a:i,,˩˨
19172,䫤,m,eŋ,³³,,,,m,iŋ,2,m,ɐ,ŋ,˥
19173,䫥,ŋ,u̯oi,³⁵,kh,u,lʔ,kʰ,,3,ŋ,a:i,,˩˧
19174,䫦,k,ɑp̲̲,³,,,,k,ɤ,2,k,ɔ:,k,˧
19175,䫧,k,ɑu,³³,,,,,,,,,,
19176,䫨,ŋ,ɑu,³¹,,,,,ɑʊ,4,ŋ,ou,,˨
19177,䫩,tsʰ,əm,³⁵,,,,s,an,3,s,ɐ,n,˧˥
19178,䫪,ʂj,aŋ,³⁵,,,,ʂ,wɑŋ,3,s,i:,n,˥
19179,䫫,l,u,³³,,,,l,oʊ,2,l,ɐu,,˩˨
19180,䫬,tɕ,im,³⁵,,,,ʈʂ,ən,3,ts,ɐ,m,˧˥
19181,䫭,ɦ,u̯oi,³¹,,,,x,,4,kʰ,u:i,,˧˥
19182,䫮,dʑ,əm,³³,,,,ʈʂʰ,an,2,tsʰ,ɐ,m,˩˨
19183,䫯,,,,,,,,,,tsʰ,i:,,˩˨
19184,䫰,,,,r,i,nʔ,l,in,4,l,ɵ,n,˨
19185,䫱,,,,,,,n,a,2,ts,y:,,˩˨
19186,䫲,kʰ,əm,³⁵,,,,x,an,4,h,a:,m,˧˥
19187,䫳,d,uk̲̲,³,,,,t,u,2,t,ʊ,k,˨
19188,䫴,ɡ,iᴇŋ,³⁵,ɡr,ɯ,mʔ,tɕ,in,4,k,a:,m,˧
19189,䫵,m,iᴇn,³³,mb,e,n,m,jɛn,2,m,i:,n,˩˨
19190,䫶,pʰʷj,ɤn,³⁵,b,ɯ,n,f,an,2,f,ɐ,n,˩˨
19191,䫷,ŋ,ɑk̲̲,³,,,,,ɤ,4,ŋ,ɔ:,k,˨
19192,䫸,ɳɰæ,u,³³,,,,ʈʂʰ,ɑʊ,1,s,i:u,,˥
19193,䫹,ɦ,uŋ,³³,,,,x,ʊŋ,2,h,ʊ,ŋ,˩˨
19194,䫺,ɦʷɰ,ɛŋ,³³,,,,x,ʊŋ,2,w,ɐ,ŋ,˩˨
19195,䫻,ɦʲ,it̲̲,³,ɢml,i,ɡ,,y,4,w,a:,t,˨
19196,䫼,hʷ,iᴇt̲̲,³,,,,ɕ,yɛ,4,h,y:,t,˧
19197,䫽,pʰ,ɑu,³³,,,,pʰ,ɑʊ,1,pʰ,ɐu,,˥
19198,䫾,p,ɨk̲̲,³,,,,p,i,1,p,ɪ,k,˥
19199,䫿,ʈʰ,iᴇu,³³,,,,ʈʂʰ,ɑʊ,1,tsʰ,i:u,,˥
19200,䬀,ʔj,u,³⁵,,,,,,3,ts,a:u,,˥
19201,䬁,j,iᴇ,³³,,,,,i,2,n,a:,,˩˧
19202,䬂,hʷj,ɤt̲̲,³,,,,ɕ,yɛ,4,ts,y:,t,˨
19203,䬃,,,,,,,s,a,4,s,ɐ,p,˧
19204,䬄,,,,,,,ɕ,y,4,s,y:,,˧
19205,䬅,ɦ,ep̲̲,³,kh‧l,e,̠bs,l,i,4,l,ɪ,k,˨
19206,䬆,l,it̲̲,³,r,i,d,l,i,4,l,ɵ,t,˨
19207,䬇,jʷ,iᴇn,³¹,,,,,yan,4,w,a:,t,˨
19208,䬈,dʷ,ɑi,³¹,,,,t,,4,t,ɵy,,˧
19209,䬉,hʷɰ,ɛk̲̲,³,,,,x,uɔ,4,w,a:,k,˨
19210,䬊,ʂɰæp̲̲,,³,,,,ʂ,a,4,s,a:,p,˧
19211,䬋,l,əŋ,³³,,,,l,ɤŋ,2,l,ɪ,ŋ,˩˨
19212,䬌,pʰ,ɨu,³³,,,,pʰ,oʊ,1,pʰ,a:u,,˥
19213,䬍,hj,ut̲̲,³,m̥h,ɯ,̠d,x,u,1,f,ɐ,t,˥
19214,䬎,hʷ,ɨk̲̲,³,,,,k,uɔ,2,kw,ɔ:,k,˧
19215,䬏,,,,,,,p,u,4,f,a:u,,˧˥
19216,䬐,ʔ,u̯oi,³³,,,,ʐ,,2,w,a:i,,˧˥
19217,䬑,ɦʲj,ut̲̲,³,ɢr,u,d,,,4,w,a:i,,˨
19218,䬒,ʂ,ɨu,³⁵,sr,u,,s,oʊ,1,s,a:u,,˥
19219,䬓,,,,,,,,an,4,,a:,m,˧
19220,䬔,,,,,,,,y,2,ts,y:,,˩˨
19221,䬕,,,,,,,ɕ,jɑŋ,1,h,œ:,ŋ,˥
19222,䬖,,,,,,,x,ɤŋ,2,w,a:,ŋ,˩˨
19223,䬗,,,,,,,,jɑŋ,2,ts,œ:,ŋ,˩˨
19224,䬘,hɰæ,u,³³,,,,ɕ,jɑʊ,1,kw,ɪ,k,˥
19225,䬙,,,,,,,,jɑʊ,2,ts,i:u,,˩˨
19226,䬚,,,,,,,,,,f,ɐ,n,˧
19227,䬛,p,it̲̲,³,,,,p,i,4,p,i:,t,˥
19228,䬜,,,,,,,,,,tsʰ,i:,,˥
19229,䬝,ɦʷɰæŋ,,³³,,,,x,ɤŋ,2,w,a:,ŋ,˩˨
19230,䬞,d,ɑu,³³,,,,tʰ,ɑʊ,2,tʰ,ou,,˩˨
19231,䬟,l,ɨu,³³,,,,l,,2,l,ɐu,,˩˨
19232,䬠,pʰʷ,ɨi,³³,,,,,,,f,ei,,˥
19233,䬡,tɕj,ɤ,³¹,,,,ʈʂ,u,4,ts,y:,,˧
19234,䬢,tʰ,ɑu,³³,,,,,,,tʰ,ou,,˥
19235,䬣,,,,,,,ɕ,i,4,h,ei,,˧
19236,䬤,,,,,,,ts,an,4,ts,ɐ,n,˧
19237,䬥,ʔ,it̲̲,³,,,,,i,4,ts,i:,,˧
19238,䬦,t,u,³¹,,,,t,oʊ,4,t,ɐu,,˧
19239,䬧,ŋʷj,ɤn,³³,,,,,yan,2,ts,y:,n,˩˨
19240,䬨,k,ɨu,³¹,,,,tɕ,,4,k,a:u,,˧
19241,䬩,,,,,,,,,,ts,ɐi,,˥
19242,䬪,,,,,,,p,uɔ,2,p,ɔ:,k,˧
19243,䬫,d,ei,³³,,,,tʰ,i,2,tʰ,ɐi,,˩˨
19244,䬬,ʔj,aŋ,³⁵,,,,,iŋ,3,ts,œ:,ŋ,˥
19245,䬭,,,,,,,,,,tʰ,ou,,˥
19246,䬮,j,ɨ,³³,,,,,i,2,ts,i:,,˩˨
19247,䬯,ȵ,iᴇm,³³,mɡl,e,̠m,n,jɛn,2,n,i:,m,˥
19248,䬰,tɕʰ,iᴇu,³¹,,,,ʂ,ɑʊ,4,t,ou,,˨
19249,䬱,b,u̯on,³⁵,,,,p,ən,4,p,a:,n,˨
19250,䬲,k,u,³³,,,,k,oʊ,1,ŋ,a:u,,˥
19251,䬳,pʷ,ɑn,³⁵,,,,p,an,3,p,ɐ,n,˧˥
19252,䬴,mʷ,ɑt̲̲,³,m,a,̠d,m,uɔ,4,m,u:,t,˧
19253,䬵,ʔɰ,ɛi,³¹,,,,k,ai,1,,ɐ,t,˧
19254,䬶,ŋ,ən,³¹,ŋɡ,ɯ,̠ns,,ən,4,,ɔ:,n,˧
19255,䬷,ɕjæ,,³⁵,,,,ʂ,ɤ,3,s,ɛ:,,˧˥
19256,䬸,,,,,,,,,,tsʰ,a:,n,˥
19257,䬹,ʈ,it̲̲,³,,,,ʈʂ,i,4,ts,a:,t,˨
19258,䬺,,,,,,,,jɑŋ,4,s,ɵy,,˥
19259,䬻,,,,,,,tɕ,jɛn,4,ts,a:,n,˥
19260,䬼,ʔʷ,en,³¹,qʷ,e,̠ns,,yan,4,ts,y:,n,˥
19261,䬽,lʷ,ɑi,³¹,l̥,o,ds,ʂ,,4,t,ɵy,,˧
19262,䬾,d,ei,³³,,,,tʰ,i,2,t,a:i,,˧
19263,䬿,mʷ,ɑt̲̲,³,,,,,,3,m,ei,,˩˧
19264,䭀,,,,,,,ɕ,yn,4,s,ɵ,n,˧
19265,䭁,tɕ,iᴇt̲̲,³,,,,ʈʂ,i,4,ts,ɐi,,˧
19266,䭂,ʔɰ,ip̲̲,³,,,,,i,4,ts,a:,p,˥
19267,䭃,ȵ,im,³⁵,mɡlj,ɯ,mʔ,ʐ,ən,3,ts,a:,m,˩˧
19268,䭄,dʐ,ɨ,³¹,,,,ʂ,i,4,s,i:,,˨
19269,䭅,k,u̯o,³¹,,,,x,u,2,w,u:,,˩˨
19270,䭆,ɳɰ,ɛk̲̲,³,,,,n,ɤ,4,n,ɵ,t,˨
19271,䭇,ʔ,et̲̲,³,q,i,̠ɡ,,je,1,ts,i:,t,˧
19272,䭈,tɕ,iᴇn,³³,,,,tɕ,jɛn,4,k,i:,n,˥
19273,䭉,sʷɰ,iᴇ,³⁵,,,,s,,3,s,a:u,,˥
19274,䭊,ʔj,aŋ,³⁵,,,,,iŋ,3,ts,ɪ,ŋ,˧˥
19275,䭋,,,,,,,p,ɑʊ,3,p,a:u,,˧˥
19276,䭌,,,,,,,x,u,2,w,u:,,˩˨
19277,䭍,,,,,,,x,u,2,f,u:,,˩˨
19278,䭎,j,iᴇp̲̲,³,,,,,je,4,ts,i:,p,˨
19279,䭏,,,,,,,,,,,,,
19280,䭐,j,aŋ,³¹,,,,,jɑŋ,4,s,ɵy,,˥
19281,䭑,kʰ,em,³⁵,ɡ,ə,r,l,jɛn,2,l,i:,m,˩˨
19282,䭒,s,ɨk̲̲,³,,,,ɕ,i,1,s,ɪ,k,˥
19283,䭓,ŋ,u̯on,³¹,ŋɡ,ɯ,̠ns,,ən,4,n,ɵ,t,˨
19284,䭔,t,u̯oi,³³,,,,t,,1,t,ɵy,,˥
19285,䭕,dz,ɑm,³¹,,,,ts,an,3,tsʰ,i:,m,˧
19286,䭖,tɕj,ɤ,³¹,,,,ʈʂ,u,4,ts,y:,,˧
19287,䭗,ʔɰjæŋ,,³⁵,,,,,iŋ,3,ts,ɪ,ŋ,˧˥
19288,䭘,ʔɰjæŋ,,³⁵,,,,,iŋ,3,ts,ɪ,ŋ,˧˥
19289,䭙,ts,im,³⁵,,,,tɕ,in,3,k,a:,n,˧˥
19290,䭚,ɖɰɔŋ,,³³,,,,ʈʂʰ,wɑŋ,2,tsʰ,ɔ:,ŋ,˩˨
19291,䭛,,,,,,,t,an,4,t,ɐ,m,˨
19292,䭜,,,,,,,,,,,,,
19293,䭝,kʷ,ɑi,³¹,,,,kʰ,wai,4,kʰ,u:i,,˧˥
19294,䭞,j,iᴇk̲̲,³,,,,,i,4,ts,ɪ,k,˨
19295,䭟,,,,,,,,je,4,ts,i:,p,˨
19296,䭠,k,em,³⁵,,,,tɕ,jɛn,3,h,a:,m,˧˥
19297,䭡,ʔ,u̯on,³¹,q,ɯ,̠ns,,ən,4,n,ɵy,,˨
19298,䭢,ɳɰ,ɛŋ,³³,,,,n,iŋ,2,n,ɪ,ŋ,˩˨
19299,䭣,dz,i,³³,,,,tsʰ,i,2,tsʰ,i:,,˩˨
19300,䭤,kʰ,iᴇn,³⁵,,,,tɕʰ,jɛn,3,h,i:,n,˧˥
19301,䭥,,,,,,,ɕ,yɛ,4,ts,œ:,ŋ,˨
19302,䭦,b,ɑk̲̲,³,,,,p,uɔ,1,p,ɔ:,k,˧
19303,䭧,,,,,,,m,i,3,m,ei,,˩˧
19304,䭨,jʷ,iᴇi,³¹,,,,ʂ,,4,s,ɵy,,˧
19305,䭩,mʷ,ɑ,³³,,,,m,uɔ,2,m,ɔ:,,˥
19306,䭪,,,,,,,l,jɑŋ,2,l,œ:,ŋ,˩˨
19307,䭫,,,,kh,i,̠ʔ,tɕʰ,i,3,kʰ,ɐi,,˧˥
19308,䭬,kʰ,ei,³⁵,kh,i,̠ʔ,tɕʰ,i,3,kʰ,ɐi,,˧˥
19309,䭭,ɕ,ɨu,³⁵,,,,ʂ,oʊ,3,s,a:u,,˧˥
19310,䭮,pʰj,ut̲̲,³,,,,f,u,2,p,ɐu,,˥
19311,䭯,pʰ,u̯ot̲̲,³,,,,p,uɔ,2,p,u:,t,˨
19312,䭰,b,uŋ,³⁵,,,,p,ɤŋ,4,p,ʊ,ŋ,˧˥
19313,䭱,pʰ,et̲̲,³,,,,p,je,2,p,i:,t,˨
19314,䭲,ʔɰ,iᴇ,³⁵,,,,,i,3,ts,i:,,˧˥
19315,䭳,ŋʷ,ɨi,³¹,,,,,,4,ŋ,ɐi,,˨
19316,䭴,ɦ,en,³³,,,,x,wan,2,m,ɐ,n,˩˧
19317,䭵,bj,u̯am,³³,,,,f,an,2,f,a:,n,˩˨
19318,䭶,,,,,,,tɕʰ,i,2,kʰ,ei,,˩˨
19319,䭷,m,ɑu,³³,,,,m,ɑʊ,2,m,ou,,˩˨
19320,䭸,bj,ʊ,³⁵,,,,f,u,4,f,u:,,˨
19321,䭹,ŋ,ɑŋ,³³,ŋ,a,̠ŋs,,ɑŋ,2,ŋ,ɔ:,ŋ,˩˨
19322,䭺,ŋ,ɑŋ,³⁵,,,,,ɑŋ,3,ŋ,ɔ:,ŋ,˩˨
19323,䭻,pʰj,un,³³,,,,f,ən,1,f,ɐ,n,˥
19324,䭼,ɡ,ɨ,³³,,,,tɕʰ,i,2,kʰ,ei,,˩˨
19325,䭽,,,,,,,tɕʰ,yn,2,kw,ɔ:,k,˧
19326,䭾,d,ɑ,³¹,,,,tʰ,uɔ,2,tʰ,ɔ:,,˩˨
19327,䭿,d,et̲̲,³,l,i,̠ɡ,,i,4,ts,a:,t,˨
19328,䮀,bɰɔk̲̲,,³,,,,p,uɔ,2,p,u:,t,˨
19329,䮁,,,,,,,pʰ,jɛn,2,pʰ,i:,n,˩˨
19330,䮂,bʷ,ɑt̲̲,³,,,,p,a,2,p,u:,t,˨
19331,䮃,,,,,,,,,,kʰ,ɵy,,˥
19332,䮄,ɦʷ,en,³³,,,,ɕ,yan,2,ts,y:,n,˥
19333,䮅,,,,,,,,,,,,,
19334,䮆,pʰɰ,i,³³,,,,,,,p,a:i,,˨
19335,䮇,ʑʷ,it̲̲,³,,,,,y,4,w,ɐ,t,˨
19336,䮈,ɖ,iᴇ,³³,,,,ʈʂʰ,i,2,tsʰ,i:,,˩˨
19337,䮉,lj,ɤ,³¹,,,,l,u,2,l,ɵy,,˩˨
19338,䮊,j,i,³³,,,,,i,2,ts,i:,,˩˨
19339,䮋,l,iᴇi,³¹,,,,l,i,4,l,i:,t,˨
19340,䮌,,,,,,,,,,ts,a:u,,˥
19341,䮍,,,,,,,n,jɑʊ,3,n,i:u,,˩˧
19342,䮎,h,ɨi,³¹,,,,ɕ,i,4,h,ei,,˥
19343,䮏,ŋ,u̯o,³³,,,,,u,2,ŋ,,,˩˨
19344,䮐,,,,,,,,,,kw,ɪ,ŋ,˥
19345,䮑,lʷ,ɑi,³¹,,,,l,ei,4,j,y:,t,˧
19346,䮒,pʰ,u̯o,³³,,,,pʰ,u,1,pʰ,ei,,˥
19347,䮓,ʈɰɔk̲̲,,³,,,,ʈʂ,uɔ,1,tsʰ,œ:,k,˧
19348,䮔,tɕʷ,iᴇ,³⁵,tj,o,lʔ,ts,,1,ts,ɵy,,˧˥
19349,䮕,tɕʷ,iᴇt̲̲,³,,,,ʈʂ,uɔ,2,ts,y:,t,˧
19350,䮖,,,,,,,ʈʂʰ,ɑŋ,1,tsʰ,œ:,ŋ,˥
19351,䮗,ŋɰæn,,³¹,ŋɡ,a,̠ns,,an,4,ŋ,ɐ,n,˨
19352,䮘,,,,,,,,,2,ts,i:,,˩˨
19353,䮙,ɦʲʷ,ɨk̲̲,³,,,,,y,4,kw,ɪ,k,˥
19354,䮚,l,əŋ,³¹,,,,l,ɤŋ,4,l,ɪ,ŋ,˨
19355,䮛,bj,ʊ,³¹,,,,f,u,4,f,u:,,˨
19356,䮜,j,iᴇp̲̲,³,,,,ʈʂ,a,2,tsʰ,ɐ,p,˧
19357,䮝,hʷ,ɨi,³³,ɡ,u,̠n,x,,2,w,ɐ,n,˩˨
19358,䮞,tɕʰʷ,in,³⁵,,,,ʈʂʰ,,3,tsʰ,ɵ,n,˧˥
19359,䮟,ʂ,ɨu,³³,,,,s,oʊ,1,s,ɐu,,˥
19360,䮠,p,ɨk̲̲,³,,,,p,i,1,p,ɪ,k,˥
19361,䮡,pɰɔk̲̲,,³,,,,p,i,4,p,ei,,˧
19362,䮢,ʑɰ,ɛp̲̲,³,,,,ʈʂ,a,2,t,i:,p,˨
19363,䮣,s,ɑŋ,³⁵,,,,,,,s,ɔ:,ŋ,˥
19364,䮤,ŋɰɔk̲̲,,³,ɡ,o,̠wɡ,x,ɤ,2,h,ɔ:,k,˨
19365,䮥,l,ek̲̲,³,,,,l,i,4,l,ɪ,k,˨
19366,䮦,,,,,,,,,,k,i:u,,˥
19367,䮧,ɦ,ɑn,³¹,ɡ,a,̠ns,x,an,4,h,ɔ:,n,˩˨
19368,䮨,ts,əi,³⁵,,,,ts,ai,3,ts,ɔ:i,,˧˥
19369,䮩,k,u̯ot̲̲,³,,,,k,u,2,kw,a:,t,˥
19370,䮪,,,,,,,ʈʂʰ,ɤŋ,2,s,ɪ,ŋ,˩˨
19371,䮫,lj,ɤ,³³,,,,l,oʊ,2,l,a:u,,˩˨
19372,䮬,,,,,,,m,uɔ,4,m,a:,k,˨
19373,䮭,m,ek̲̲,³,,,,m,i,4,m,ɪ,k,˨
19374,䮮,mɰ,ɛk̲̲,³,,,,m,ai,4,m,ɐ,k,˨
19375,䮯,ŋ,ɑu,³¹,,,,,ɑʊ,4,ŋ,ou,,˨
19376,䮰,ʈɰ,ɛk̲̲,³,,,,ʈʂ,ɤ,2,ts,a:,k,˨
19377,䮱,ɖj,uk̲̲,³,,,,ʈʂ,u,2,ts,ʊ,k,˨
19378,䮲,ɦʷ,ɑŋ,³³,,,,x,wɑŋ,2,w,ɔ:,ŋ,˩˨
19379,䮳,bʷj,ɤn,³³,,,,f,an,2,f,a:,n,˩˨
19380,䮴,tʰ,əŋ,³³,,,,t,ɤŋ,4,t,ɐ,ŋ,˨
19381,䮵,d,uŋ,³³,,,,tʰ,ʊŋ,2,tʰ,ʊ,ŋ,˩˨
19382,䮶,dʐ,ip̲̲,³,,,,,,,,,,
19383,䮷,d,uk̲̲,³,,,,t,u,2,t,ʊ,k,˨
19384,䮸,kɰɔk̲̲,,³,qr,u,̠ɡ,,uɔ,4,,a:,k,˥
19385,䮹,ʔʷj,ai,³¹,,,,,,4,kʰ,y:,t,˧
19386,䮺,,,,,,,tɕ,i,4,ts,ɐi,,˥
19387,䮻,t,ɑu,³¹,,,,ʈʂʰ,i,4,tʰ,ou,,˧˥
19388,䮼,,,,,,,l,in,2,l,ɵ,n,˩˨
19389,䮽,,,,,,,p,jɑʊ,1,p,i:u,,˥
19390,䮾,l,uŋ,³³,,,,l,ʊŋ,2,pʰ,ɔ:,ŋ,˩˨
19391,䮿,,,,,,,tɕ,jɛn,3,k,i:,n,˧˥
19392,䯀,ɳ,iᴇp̲̲,³,,,,n,je,4,n,i:,p,˨
19393,䯁,lʷ,ɑ,³³,,,,l,uɔ,2,l,ɵy,,˩˨
19394,䯂,dʐ,ip̲̲,³,sr,i,n,ʂ,ən,1,s,ɐ,n,˥
19395,䯃,,,,,,,,,,ŋ,ɔ:,n,˥
19396,䯄,,,,,,,k,wa,1,w,a:,,˥
19397,䯅,,,,,,,n,je,4,n,i:,p,˨
19398,䯆,,,,,,,,i,4,ts,ɪ,k,˨
19399,䯇,kʰ,u̯ot̲̲,³,,,,kʰ,u,1,kw,a:,t,˨
19400,䯈,ŋʷ,ɑn,³³,,,,,wan,2,h,i:,n,˧˥
