codepoint,char,middle_chinese,initial,final,tone,old_initial,old_nucleus,old_coda
35312,觰,ʈɰæ³⁵,ʈɰæ,,³⁵,k‧r,a,̠
35313,觱,ɦʲjut³̲³̲,ɦʲj,ut̲̲,³,ɢbl,ɯ,d
35314,觲,hʷɰiᴇn³³,hʷɰ,iᴇn,³³,skʷl,e,ŋ
35315,觳,ɦuk³̲³̲,ɦ,uk̲̲,³,khr,o,̠ɡ
35316,觴,ɕjaŋ³³,ɕj,aŋ,³³,l̥,a,ŋ
35317,觵,kʷɰæŋ³³,kʷɰæŋ,,³³,kʷr,a,̠ŋ
35318,觶,tɕiᴇ³³,tɕ,iᴇ,³³,tj,a,ls
35319,觷,kʰɰɔk³̲³̲,kʰɰɔk̲̲,,³,ɡr,u,̠ɡ
35320,觸,tɕʰjʊ³¹,tɕʰj,ʊ,³¹,khlj,o,ɡ
35321,觹,tsʷiᴇ³³,tsʷ,iᴇ,³³,,,
35322,觺,ŋɨk³̲³̲,ŋ,ɨk̲̲,³,ŋɡ,ɯ,
35323,觻,luk³̲³̲,l,uk̲̲,³,ɡ,ə,r
35324,觼,kʷet³̲³̲,kʷ,et̲̲,³,kʷ,e,̠d
35325,觽,,,,,,,
35326,觾,,,,,q,e,̠ns
35327,觿,hʷiᴇ³³,hʷ,iᴇ,³³,ɢʷ,e,̠
35328,言,ŋɰin³³,ŋɰ,in,³³,ŋ,a,n
35329,訁,,,,,,,
35330,訂,deŋ³⁵,d,eŋ,³⁵,t,e,̠ŋs
35331,訃,pʰjʊ³¹,pʰj,ʊ,³¹,ph,o,ɡs
35332,訄,kʰɑu³³,kʰ,ɑu,³³,kh,u,
35333,訅,ɡɨu³³,ɡ,ɨu,³³,,,
35334,訆,keu³¹,k,eu,³¹,k,i,̠ws
35335,訇,ɦʷen³³,ɦʷ,en,³³,ɡʷ,i,̠n
35336,計,ket³̲³̲,k,et̲̲,³,k,i,̠ds
35337,訉,bju̯am³¹,bj,u̯am,³¹,,,
35338,訊,sʷi³¹,sʷ,i,³¹,sl,i,ns
35339,訋,teu³¹,t,eu,³¹,p‧l,e,̠wɡs
35340,訌,ɦuŋ³³,ɦ,uŋ,³³,ɡ,o,̠ŋ
35341,訍,ʈʰɰæ³³,ʈʰɰæ,,³³,,,
35342,討,tʰɑu³⁵,tʰ,ɑu,³⁵,th,u,̠ʔ
35343,訏,hjʊ³³,hj,ʊ,³³,qhʷ,a,
35344,訐,kjɤt³̲³̲,kj,ɤt̲̲,³,k,a,d
35345,訑,ɕiᴇ³³,ɕ,iᴇ,³³,l̥,a,̠lʔ
35346,訒,ȵin³¹,ȵ,in,³¹,nj,ɯ,ns
35347,訓,zʷin³³,zʷ,in,³³,qhl,u,ns
35348,訔,ŋɰin³³,ŋɰ,in,³³,ŋr,ɯ,n
35349,訕,ʂɰæn³³,ʂɰæn,,³³,sr,e,̠n
35350,訖,kɨt³̲³̲,k,ɨt̲̲,³,k,ɯ,d
35351,託,ʈɰæ³¹,ʈɰæ,,³¹,kh‧l,a,̠ɡ
35352,記,kɨ³¹,k,ɨ,³¹,k,ɯ,s
35353,訙,sʷin³¹,sʷ,in,³¹,,,
35354,訚,,,,,,,
35355,訛,ŋɑ³³,ŋ,ɑ,³³,ŋʷ,a,̠l
35356,訜,pʰjun³³,pʰj,un,³³,,,
35357,訝,ŋɰæ³¹,ŋɰæ,,³¹,ŋɡr,a,̠s
35358,訞,ʔɰiᴇu³³,ʔɰ,iᴇu,³³,qr,o,w
35359,訟,zjʊŋ³³,zj,ʊŋ,³³,sɢl,o,ŋs
35360,訠,ɕin³⁵,ɕ,in,³⁵,,,
35361,訡,ŋɰim³³,ŋɰ,im,³³,ŋɡr,ɯ,m
35362,訢,hɨ³³,h,ɨ,³³,qh,ɯ,n
35363,訣,kʷet³̲³̲,kʷ,et̲̲,³,kʷ,e,̠d
35364,訤,ɳɰæ³³,ɳɰæ,,³³,,,
35365,訥,ʈʷɰɛt³̲³̲,ʈʷɰ,ɛt̲̲,³,n,u,̠d
35366,訦,,,,,ɡlj,u,mʔ
35367,訧,ɦʲɨu³³,ɦʲ,ɨu,³³,ɢʷ,ɯ,
35368,訨,tɕɨ³⁵,tɕ,ɨ,³⁵,,,
35369,訩,hjʊŋ³³,hj,ʊŋ,³³,qh,o,ŋ
35370,訪,pʰʷjaŋ³¹,pʰʷj,aŋ,³¹,ph,a,ŋs
35371,訫,,,,,,,
35372,訬,dʐɰæu³³,dʐɰæ,u,³³,sphr,e,̠w
35373,設,ɕiᴇt³̲³̲,ɕ,iᴇt̲̲,³,ŋ̊hlj,e,d
35374,訮,ŋɰɛn³³,ŋɰ,ɛn,³³,qh,e,̠n
35375,訯,,,,,,,
35376,訰,du̯on³³,d,u̯on,³³,klj,u,ns
35377,許,hu̯o³⁵,h,u̯o,³⁵,ŋ̊h,a,ʔ
35378,訲,,,,,,,
35379,訳,,,,,,,
35380,訴,su̯o³¹,s,u̯o,³¹,skl,a,̠ɡs
35381,訵,ʈʰi³³,ʈʰ,i,³³,,,
35382,訶,hɑ³³,h,ɑ,³³,qh,a,̠l
35383,訷,ɕin³³,ɕ,in,³³,,,
35384,訸,,,,,,,
35385,訹,sʷit³̲³̲,sʷ,it̲̲,³,skl,u,d
35386,診,ɖin³¹,ɖ,in,³¹,klj,ɯ,nʔ
35387,註,ʈjʊ³¹,ʈj,ʊ,³¹,t,o,s
35388,証,tɕiᴇŋ³¹,tɕ,iᴇŋ,³¹,kj,e,ŋs
35389,訽,ɦu³⁵,ɦ,u,³⁵,qh,o,̠s
35390,訾,tsiᴇ³⁵,ts,iᴇ,³⁵,s,e,
35391,訿,tsiᴇ³⁵,ts,iᴇ,³⁵,s,e,ʔ
35392,詀,ɖɰɛm³¹,ɖɰ,ɛm,³¹,k‧l,e,̠m
35393,詁,ku̯o³⁵,k,u̯o,³⁵,k,a,̠ʔ
35394,詂,bjʊ³¹,bj,ʊ,³¹,,,
35395,詃,kʷen³⁵,kʷ,en,³⁵,,,
35396,詄,det³̲³̲,d,et̲̲,³,l,i,̠ɡ
35397,詅,liᴇŋ³¹,l,iᴇŋ,³¹,,,
35398,詆,tei³³,t,ei,³³,t,i,̠lʔ
35399,詇,ʔɰjæŋ³¹,ʔɰjæŋ,,³¹,q,a,ŋʔ
35400,詈,liᴇ³¹,l,iᴇ,³¹,r,a,ls
35401,詉,ɳɰæ³¹,ɳɰæ,,³¹,rn,a,̠
35402,詊,pʰʷɑn³¹,pʰʷ,ɑn,³¹,,,
35403,詋,tɕɨu³¹,tɕ,ɨu,³¹,,,
35404,詌,kəm³¹,k,əm,³¹,k,a,̠ms
35405,詍,jiᴇi³¹,j,iᴇi,³¹,ɢl,e,bs
35406,詎,ɡjɤ³¹,ɡj,ɤ,³¹,ɡ,a,s
35407,詏,ʔɰæu³¹,ʔɰæ,u,³¹,,,
35408,詐,tʂɰæ³¹,tʂɰæ,,³¹,sr,a,̠ɡs
35409,詑,jiᴇ³³,j,iᴇ,³³,l,a,̠l
35410,詒,jɨ³¹,j,ɨ,³¹,ɢl,ɯ,
35411,詓,kʰjɤ³⁵,kʰj,ɤ,³⁵,kh,a,ʔ
35412,詔,tɕiᴇu³¹,tɕ,iᴇu,³¹,tj,e,ws
35413,評,bɰjæŋ³³,bɰjæŋ,,³³,br,e,ŋs
35414,詖,pɰi³¹,pɰ,i,³¹,pr,a,ls
35415,詗,hʷeŋ³⁵,hʷ,eŋ,³⁵,qhʷ,e,ŋs
35416,詘,ʈʰʷit³̲³̲,ʈʰʷ,it̲̲,³,khl,u,d
35417,詙,,,,,,,
35418,詚,,,,,,,
35419,詛,tʂjɤ³¹,tʂj,ɤ,³¹,skr,a,s
35420,詜,tʰɑu³³,tʰ,ɑu,³³,kh‧l,a,̠w
35421,詝,ʈjɤ³⁵,ʈj,ɤ,³⁵,,,
35422,詞,zɨ³³,z,ɨ,³³,lj,ɯ,
35423,詟,,,,,,,
35424,詠,ɦʲʷɰjæŋ³¹,ɦʲʷɰjæŋ,,³¹,ɢʷr,a,ŋs
35425,詡,hjʊ³⁵,hj,ʊ,³⁵,qhʷ,a,ʔ
35426,詢,sʷin³³,sʷ,in,³³,sqhʷ,i,n
35427,詣,ŋei³¹,ŋ,ei,³¹,ŋɡ,i,̠s
35428,詤,,,,,m̥h,a,̠ŋ
35429,詥,ɦəp³̲³̲,ɦ,əp̲̲,³,ɡ,u,̠b
35430,試,ɕɨk³̲³̲,ɕ,ɨk̲̲,³,l̥,ɯ,ɡs
35431,詧,tsʰet³̲³̲,tsʰ,et̲̲,³,shr,e,̠d
35432,詨,kɰæu³³,kɰæ,u,³³,ɡr,e,̠ws
35433,詩,ɕɨ³³,ɕ,ɨ,³³,qhlj,ɯ,
35434,詪,kʰu̯on³⁵,kʰ,u̯on,³⁵,k,ɯ,̠ns
35435,詫,hɰæ³¹,hɰæ,,³¹,kh‧r,a,̠ɡs
35436,詬,ku³⁵,k,u,³⁵,qh,o,̠s
35437,詭,kʷɰiᴇ³⁵,kʷɰ,iᴇ,³⁵,kr,o,lʔ
35438,詮,tsʰʷiᴇn³³,tsʰʷ,iᴇn,³³,skh,o,n
35439,詯,ɦu̯oi³¹,ɦ,u̯oi,³¹,ɡʷl,ɯ,̠ls
35440,詰,kʰit³̲³̲,kʰ,it̲̲,³,khl,i,d
35441,話,ɦʷɰæi³¹,ɦʷɰæ,i,³¹,ɡr,o,̠ds
35442,該,kəi³³,k,əi,³³,k,ɯ,̠
35443,詳,jaŋ³³,j,aŋ,³³,sɢl,a,ŋ
35444,詴,ʔu̯oi³³,ʔ,u̯oi,³³,,,
35445,詵,ʂɪn³³,ʂ,ɪn,³³,sr,i,n
35446,詶,dʑɨu³³,dʑ,ɨu,³³,ɡlj,u,s
35447,詷,duŋ³³,d,uŋ,³³,d,o,̠ŋs
35448,詸,mei³³,m,ei,³³,,,
35449,詹,tɕiᴇm³³,tɕ,iᴇm,³³,klj,a,m
35450,詺,miᴇŋ³¹,m,iᴇŋ,³¹,,,
35451,詻,ŋɰæk³̲³̲,ŋɰæk̲̲,,³,ŋɡr,a,̠ɡ
35452,詼,kʰu̯oi³³,kʰ,u̯oi,³³,khʷ,ɯ,̠
35453,詽,hen³³,h,en,³³,ŋɡr,e,̠n
35454,詾,hjʊŋ³⁵,hj,ʊŋ,³⁵,qh,o,ŋʔ
35455,詿,ɦʷɰɛ³¹,ɦʷɰ,ɛ,³¹,kʷr,e,̠s
35456,誀,ȵɨ³³,ȵ,ɨ,³³,,,
35457,誁,,,,,,,
35458,誂,deu³⁵,d,eu,³⁵,ɡ‧l,e,̠wʔ
35459,誃,dɑ³⁵,d,ɑ,³⁵,ɡ‧l,a,l
35460,誄,lʷi³⁵,lʷ,i,³⁵,r,u,lʔ
35461,誅,ʈjʊ³³,ʈj,ʊ,³³,t,o,
35462,誆,ɡʷjaŋ³¹,ɡʷj,aŋ,³¹,khʷ,a,ŋ
35463,誇,kʰʷɰæ³³,kʰʷɰæ,,³³,khʷr,a,̠
35464,誈,,,,,,,
35465,誉,jɤ³¹,j,ɤ,³¹,,,
35466,誊,dəŋ³³,d,əŋ,³³,,,
35467,誋,ɡɨ³¹,ɡ,ɨ,³¹,ɡ,ɯ,s
35468,誌,tɕɨ³¹,tɕ,ɨ,³¹,klj,ɯ,s
35469,認,ȵɨŋ³¹,ȵ,ɨŋ,³¹,nj,ɯ,ns
35470,誎,tsʰjʊk³̲³̲,tsʰj,ʊk̲̲,³,sh,o,ɡ
35471,誏,lɑŋ³⁵,l,ɑŋ,³⁵,,,
35472,誐,ŋɑ³⁵,ŋ,ɑ,³⁵,ŋ,a,̠l
35473,誑,kʷjaŋ³¹,kʷj,aŋ,³¹,kʷ,a,ŋs
35474,誒,ʔəi³¹,ʔ,əi,³¹,qh,ɯ,
35475,誓,dʑiᴇi³¹,dʑ,iᴇi,³¹,ɡlj,e,ds
35476,誔,deŋ³¹,d,eŋ,³¹,,,
35477,誕,dɑn³⁵,d,ɑn,³⁵,ɡ‧l,a,̠nʔ
35478,誖,bu̯ot³̲³̲,b,u̯ot̲̲,³,b,ɯ,̠ds
35479,誗,ɖiᴇm³³,ɖ,iᴇm,³³,,,
35480,誘,jɨu³⁵,j,ɨu,³⁵,l,u,ʔ
35481,誙,kʰɰɛŋ³³,kʰɰ,ɛŋ,³³,khr,e,̠ŋ
35482,誚,dziᴇu³¹,dz,iᴇu,³¹,sb,e,ws
35483,誛,tsʰim³³,tsʰ,im,³³,,,
35484,誜,ʂʷɰæ³¹,ʂʷɰæ,,³¹,sqr,o,̠ls
35485,誝,ʔəm³³,ʔ,əm,³³,,,
35486,語,ŋjɤ³¹,ŋj,ɤ,³¹,ŋ,a,ʔ
35487,誟,hɰæu³³,hɰæ,u,³³,,,
35488,誠,dʑiᴇŋ³³,dʑ,iᴇŋ,³³,ɡj,e,ŋ
35489,誡,kɰɛi³¹,kɰ,ɛi,³¹,kr,ɯ,̠ɡs
35490,誢,ɦen³⁵,ɦ,en,³⁵,,,
35491,誣,mjʊ³³,mj,ʊ,³³,m,a,
35492,誤,ŋu̯o³¹,ŋ,u̯o,³¹,ŋɡʷ,a,̠s
35493,誥,kɑu³¹,k,ɑu,³¹,k,u,̠ɡs
35494,誦,zjʊŋ³¹,zj,ʊŋ,³¹,sɢl,o,ŋs
35495,誧,pʰu̯o³³,pʰ,u̯o,³³,ph,a,̠s
35496,誨,hu̯oi³¹,h,u̯oi,³¹,qhml,ɯ,̠s
35497,誩,ɡiᴇŋ³¹,ɡ,iᴇŋ,³¹,kh‧l,u,̠ms
35498,說,ɕʷiᴇi³¹,ɕʷ,iᴇi,³¹,,,
35499,誫,,,,,plj,ɯ,ns
35500,説,ȵʷiᴇi³¹,ȵʷ,iᴇi,³¹,l̥,o,ds
35501,読,,,,,,,
35502,誮,,,,,,,
35503,誯,tɕʰjaŋ³¹,tɕʰj,aŋ,³¹,,,
35504,誰,dʑʷi³³,dʑʷ,i,³³,ɡlj,u,l
35505,誱,dziᴇp³̲³̲,dz,iᴇp̲̲,³,,,
35506,課,kʰʷɑ³¹,kʰʷ,ɑ,³¹,khl,o,̠ls
35507,誳,,,,,khl,u,d
35508,誴,dzu̯oŋ³³,dz,u̯oŋ,³³,,,
35509,誵,ɦɰæu³³,ɦɰæ,u,³³,,,
35510,誶,sʷi³¹,sʷ,i,³¹,z,u,d
35511,誷,mʷjaŋ³⁵,mʷj,aŋ,³⁵,m,a,ŋʔ
35512,誸,ɦen³³,ɦ,en,³³,,,
35513,誹,pʷɨi³¹,pʷ,ɨi,³¹,p,ɯ,l
35514,誺,ʈʰi³¹,ʈʰ,i,³¹,kh‧r,ɯ,s
35515,誻,tʰəp³̲³̲,tʰ,əp̲̲,³,d,u,̠b
35516,誼,ŋɰiᴇ³¹,ŋɰ,iᴇ,³¹,ŋɡr,a,ls
35517,誽,ŋei³¹,ŋ,ei,³¹,mɡr,e,̠
35518,誾,ŋɰin³³,ŋɰ,in,³³,ŋr,ɯ,n
35519,調,deu³³,d,eu,³³,ɡ‧l,ɯ,̠w
35520,諀,piᴇ³³,p,iᴇ,³³,ph,e,ʔ
35521,諁,tɕʷiᴇt³̲³̲,tɕʷ,iᴇt̲̲,³,,,
35522,諂,ʈʰiᴇm³⁵,ʈʰ,iᴇm,³⁵,kh‧l,o,mʔ
35523,諃,ʈʰim³³,ʈʰ,im,³³,,,
35524,諄,tɕʷin³³,tɕʷ,in,³³,klj,u,ns
35525,諅,ɡɨ³¹,ɡ,ɨ,³¹,ɡ,ɯ,s
35526,諆,kɨ³³,k,ɨ,³³,k,ɯ,
35527,談,dɑm³³,d,ɑm,³³,ɡ‧l,a,̠m
35528,諈,ʈʷiᴇ³¹,ʈʷ,iᴇ,³¹,t,o,ls
35529,諉,jʷiᴇ³¹,jʷ,iᴇ,³¹,mɡl,o,ls
35530,諊,kjuk³̲³̲,kj,uk̲̲,³,,,
35531,請,dziᴇŋ³³,dz,iᴇŋ,³³,sh,e,ŋʔ
35532,諌,,,,,,,
35533,諍,tʂɰɛŋ³¹,tʂɰ,ɛŋ,³¹,sr,e,̠ŋs
35534,諎,tsjæ³¹,tsjæ,,³¹,sr,a,̠ɡ
35535,諏,tsu³³,ts,u,³³,sk,o,
35536,諐,kʰɰiᴇn³³,kʰɰ,iᴇn,³³,khr,a,n
35537,諑,ʈɰɔk³̲³̲,ʈɰɔk̲̲,,³,rt,o,̠ɡ
35538,諒,ljaŋ³¹,lj,aŋ,³¹,ɡ,ə,r
35539,諓,dziᴇn³¹,dz,iᴇn,³¹,z,e,ns
35540,諔,tɕʰjuk³̲³̲,tɕʰj,uk̲̲,³,khj,ɯ,̠wɡ
35541,諕,hɰæ³¹,hɰæ,,³¹,,,
35542,論,lu̯on³¹,l,u̯on,³¹,ɡ,ə,r
35543,諗,ɕim³⁵,ɕ,im,³⁵,qhlj,ɯ,mʔ
35544,諘,pɰiᴇu³⁵,pɰ,iᴇu,³⁵,,,
35545,諙,,,,,,,
35546,諚,,,,,,,
35547,諛,jʊ³³,j,ʊ,³³,l,o,
35548,諜,sep³̲³̲,s,ep̲̲,³,ɡ‧l,e,̠b
35549,諝,sjɤ³⁵,sj,ɤ,³⁵,sŋ,a,
35550,諞,pʰiᴇn³³,pʰ,iᴇn,³³,b,e,nʔ
35551,諟,dʑiᴇ³⁵,dʑ,iᴇ,³⁵,ɡlj,e,ʔ
35552,諠,hʷjɤn³³,hʷj,ɤn,³³,qh,o,n
35553,諡,ʑi³¹,ʑ,i,³¹,ɢj,i,ɡs
35554,諢,ŋu̯on³¹,ŋ,u̯on,³¹,,,
35555,諣,hʷɰɛ³¹,hʷɰ,ɛ,³¹,qhr,o,̠ls
35556,諤,ŋɑk³̲³̲,ŋ,ɑk̲̲,³,ŋ,a,̠ɡ
35557,諥,ʈjʊŋ³¹,ʈj,ʊŋ,³¹,,,
35558,諦,tei³¹,t,ei,³¹,k‧l,e,̠ɡs
35559,諧,ɦɰɛi³³,ɦɰ,ɛi,³³,ɡr,i,̠l
35560,諨,pjuk³̲³̲,pj,uk̲̲,³,,,
35561,諩,pu̯o³⁵,p,u̯o,³⁵,,,
35562,諪,,,,,,,
35563,諫,kɰæn³³,kɰæn,,³³,kr,a,̠ns
35564,諬,,,,,,,
35565,諭,jʊ³¹,j,ʊ,³¹,l,o,s
35566,諮,tsi³³,ts,i,³³,s,i,
35567,諯,tsʰʷiᴇn³¹,tsʰʷ,iᴇn,³¹,klj,o,n
35568,諰,sɨ³⁵,s,ɨ,³⁵,sl,ɯ,ʔ
35569,諱,hʷɨi³¹,hʷ,ɨi,³¹,qhʷ,ɯ,ls
35570,諲,tɕin³³,tɕ,in,³³,q,i,n
35571,諳,ʔəm³¹,ʔ,əm,³¹,q,ɯ,̠m
35572,諴,hɰɛm³⁵,hɰ,ɛm,³⁵,ɡr,o,̠m
35573,諵,nəm³³,n,əm,³³,,,
35574,諶,dʑim³³,dʑ,im,³³,ɡlj,u,m
35575,諷,pjuŋ³¹,pj,uŋ,³¹,pl,u,ms
35576,諸,tɕjæ³³,tɕjæ,,³³,klj,a,
35577,諹,jaŋ³³,j,aŋ,³³,l,a,ŋs
35578,諺,ŋɰiᴇn³¹,ŋɰ,iᴇn,³¹,ŋr,e,ns
35579,諻,ɦɰæŋ³³,ɦɰæŋ,,³³,qhʷr,a,̠ŋ
35580,諼,hʷjɤn³³,hʷj,ɤn,³³,qh,o,nʔ
35581,諽,kʰɰɛk³̲³̲,kʰɰ,ɛk̲̲,³,kr,ɯ,̠ɡ
35582,諾,nɑk³̲³̲,n,ɑk̲̲,³,n,a,̠ɡ
35583,諿,tsʰip³̲³̲,tsʰ,ip̲̲,³,,,
35584,謀,mu³³,m,u,³³,m,ɯ,
35585,謁,ʔjɤt³̲³̲,ʔj,ɤt̲̲,³,q,a,d
35586,謂,ɦʲʷɨi³¹,ɦʲʷ,ɨi,³¹,ɢr,u,ds
35587,謃,,,,,,,
35588,謄,dəŋ³³,d,əŋ,³³,ɡ‧l,ɯ,̠ŋ
35589,謅,tʂʰɨu³³,tʂʰ,ɨu,³³,,,
35590,謆,ɕiᴇn³¹,ɕ,iᴇn,³¹,,,
35591,謇,kɰiᴇn³⁵,kɰ,iᴇn,³⁵,kr,a,nʔ
35592,謈,bɰɔk³̲³̲,bɰɔk̲̲,,³,phr,o,̠wɡ
35593,謉,hu̯oi³⁵,h,u̯oi,³⁵,,,
35594,謊,,,,,,,
35595,謋,hɰjæk³̲³̲,hɰjæk̲̲,,³,qhʷr,a,̠ɡ
35596,謌,kɑ³³,k,ɑ,³³,k,a,̠l
35597,謍,ʔʷɰɛŋ³³,ʔʷɰ,ɛŋ,³³,qʷr,e,̠ŋ
35598,謎,mei³³,m,ei,³³,,,
35599,謏,ʂjuk³̲³̲,ʂj,uk̲̲,³,sl,ɯ,̠wʔ
35600,謐,mit³̲³̲,m,it̲̲,³,mbr,i,ɡ
35601,謑,ŋei³⁵,ŋ,ei,³⁵,qhr,a,̠s
35602,謒,tsʰjaŋ³³,tsʰj,aŋ,³³,,,
35603,謓,tɕin³¹,tɕ,in,³¹,khj,i,n
35604,謔,hjak³̲³̲,hj,ak̲̲,³,ŋ̊h,a,wɡ
35605,謕,siᴇ³³,s,iᴇ,³³,ɡ‧l,e,̠
35606,謖,ʂjuk³̲³̲,ʂj,uk̲̲,³,sqr,u,ɡ
35607,謗,pɑŋ³¹,p,ɑŋ,³¹,p,a,̠ŋs
35608,謘,du̯oi³³,d,u̯oi,³³,b‧l,i,s
35609,謙,kʰem³⁵,kʰ,em,³⁵,kh,e,̠m
35610,謚,ʔiᴇk³̲³̲,ʔ,iᴇk̲̲,³,q,e,ɡ
35611,講,kɰɔŋ³⁵,kɰɔŋ,,³⁵,kr,o,̠ŋʔ
35612,謜,ŋʷjɤn³³,ŋʷj,ɤn,³³,sŋ̊,o,n
35613,謝,zjæ³¹,zjæ,,³¹,sɢl,a,ɡs
35614,謞,hɑk³̲³̲,h,ɑk̲̲,³,qh,o,̠wɡ
35615,謟,tʰɑu³³,tʰ,ɑu,³³,l̥,u,̠
35616,謠,jiᴇu³³,j,iᴇu,³³,,,
35617,謡,jiᴇu³³,j,iᴇu,³³,l,e,w
35618,謢,,,,,,,
35619,謣,ʔjʊ³³,ʔj,ʊ,³³,ɢʷ,a,
35620,謤,pʰiᴇu³³,pʰ,iᴇu,³³,,,
35621,謥,,,,,,,
35622,謦,kʰeŋ³⁵,kʰ,eŋ,³⁵,khl,e,̠ŋs
35623,謧,liᴇ³³,l,iᴇ,³³,b,ə,r
35624,謨,mu̯o³³,m,u̯o,³³,m,a,̠
35625,謩,,,,,,,
35626,謪,,,,,k‧r,e,̠ɡ
35627,謫,tek³̲³̲,t,ek̲̲,³,k‧r,e,̠ɡ
35628,謬,mɨu³¹,m,ɨu,³¹,mɡr,ɯ,ws
35629,謭,,,,,,,
35630,謮,dʐɰɛk³̲³̲,dʐɰ,ɛk̲̲,³,sr,e,̠ɡ
35631,謯,tsjæ³³,tsjæ,,³³,skr,a,̠ʔ
35632,謰,liᴇn³³,l,iᴇn,³³,b,ə,r
35633,謱,ljʊ³⁵,lj,ʊ,³⁵,ɡ,ə,r
35634,謲,səm³³,s,əm,³³,sh,u,̠ms
35635,謳,hjʊ³³,hj,ʊ,³³,q,o,̠
35636,謴,ku̯on³¹,k,u̯on,³¹,,,
35637,謵,zip³̲³̲,z,ip̲̲,³,khlj,o,b
35638,謶,tɕjæ³³,tɕjæ,,³³,klj,a,ɡ
35639,謷,ŋɑu³³,ŋ,ɑu,³³,ŋɡr,a,̠w
35640,謸,,,,,ŋɡ,a,̠ws
35641,謹,kɨn³⁵,k,ɨn,³⁵,kl,ɯ,nʔ
35642,謺,tep³̲³̲,t,ep̲̲,³,klj,e,b
35643,謻,jiᴇ³³,j,iᴇ,³³,ɢl,a,l
35644,謼,hu̯o³¹,h,u̯o,³¹,qh,a,̠
35645,謽,ɡjaŋ³⁵,ɡj,aŋ,³⁵,,,
35646,謾,mʷɑn³³,mʷ,ɑn,³³,m,o,̠ns
35647,謿,ʈɰæu³³,ʈɰæ,u,³³,rt,e,̠w
35648,譀,hɰæp³̲³̲,hɰæp̲̲,,³,qhr,a,̠b
35649,譁,ŋʷɰæ³³,ŋʷɰæ,,³³,qhʷr,a,̠
35650,譂,tɕʰiᴇn³⁵,tɕʰ,iᴇn,³⁵,thj,a,nʔ
35651,譃,hjʊ³³,hj,ʊ,³³,,,
35652,譄,dzəŋ³³,dz,əŋ,³³,s,ɯ,̠ŋ
35653,譅,ʂip³̲³̲,ʂ,ip̲̲,³,,,
35654,譆,hɨ³³,h,ɨ,³³,qh,ɯ,
35655,譇,ʈɰæ³³,ʈɰæ,,³³,k‧r,a,̠
35656,譈,du̯oi³¹,d,u̯oi,³¹,ɡ‧l,u,̠ls
35657,證,tɕɨŋ³¹,tɕ,ɨŋ,³¹,tj,ɯ,ŋs
35658,譊,ɳɰæu³³,ɳɰæ,u,³³,mɡl,e,̠w
35659,譋,,,,,,,
35660,譌,ŋʷɰæ³³,ŋʷɰæ,,³³,ŋɡʷ,a,̠l
35661,譍,ʔɨŋ³³,ʔ,ɨŋ,³³,q,ɯ,ŋs
35662,譎,kʷet³̲³̲,kʷ,et̲̲,³,kʷ,i,̠d
35663,譏,kɨi³³,k,ɨi,³³,k,ɯ,l
35664,譐,tsu̯on³⁵,ts,u̯on,³⁵,s,u,̠nʔ
35665,譑,kɰiᴇu³⁵,kɰ,iᴇu,³⁵,,,
35666,譒,pʷɑ³³,pʷ,ɑ,³³,p,a,̠ls
35667,譓,ɦʷei³¹,ɦʷ,ei,³¹,ɢʷ,i,̠ds
35668,譔,dʐɰiᴇn³⁵,dʐɰ,iᴇn,³⁵,skh,o,n
35669,譕,mjʊ³³,mj,ʊ,³³,m,a,
35670,譖,tʂim³¹,tʂ,im,³¹,skr,u,ms
35671,譗,ʈɰɛp³̲³̲,ʈɰ,ɛp̲̲,³,,,
35672,識,tɕɨ³¹,tɕ,ɨ,³¹,klj,ɯ,ɡs
35673,譙,dziᴇu³³,dz,iᴇu,³³,sɡ,e,w
35674,譚,dəm³³,d,əm,³³,ɡ‧l,u,̠mʔ
35675,譛,,,,,,,
35676,譜,pu̯o³⁵,p,u̯o,³⁵,p,a,̠ʔ
35677,譝,ʑɨŋ³³,ʑ,ɨŋ,³³,sblj,ɯ,ŋ
35678,譞,hʷiᴇn³³,hʷ,iᴇn,³³,qhʷ,e,n
35679,譟,tsʰɑu³³,tsʰ,ɑu,³³,sl,a,̠ws
35680,譠,tʰɑn³³,tʰ,ɑn,³³,th,a,̠n
35681,譡,tʰɑŋ³¹,tʰ,ɑŋ,³¹,,,
35682,譢,sʷi³¹,sʷ,i,³¹,,,
35683,譣,hɰiᴇm³⁵,hɰ,iᴇm,³⁵,skh,o,m
35684,譤,kek³̲³̲,k,ek̲̲,³,,,
35685,譥,keu³¹,k,eu,³¹,kl,e,̠wɡs
35686,警,kɰjæŋ³⁵,kɰjæŋ,,³⁵,kr,e,ŋʔ
35687,譧,liᴇm³³,l,iᴇm,³³,,,
35688,譨,nu³³,n,u,³³,,,
35689,譩,ʔɨ³⁵,ʔ,ɨ,³⁵,,,
35690,譪,,,,,,,
35691,譫,dəp³̲³̲,d,əp̲̲,³,klj,a,m
35692,譬,pʰiᴇ³¹,pʰ,iᴇ,³¹,ph,e,ɡs
35693,譭,hʷɰiᴇ³⁵,hʷɰ,iᴇ,³⁵,,,
35694,譮,hʷɰæi³¹,hʷɰæ,i,³¹,,,
35695,譯,jiᴇk³̲³̲,j,iᴇk̲̲,³,ɢl,a,ɡ
35696,議,ŋɰiᴇ³¹,ŋɰ,iᴇ,³¹,ŋr,a,ls
