codepoint,char,middle_chinese,initial,final,tone,old_initial,old_nucleus,old_coda
34886,衆,tɕjuŋ³³,tɕj,uŋ,³³,klj,u,ŋ
34887,衇,mɰɛk³̲³̲,mɰ,ɛk̲̲,³,mr,e,̠ɡ
34888,衈,ȵɨ³¹,ȵ,ɨ,³¹,mlj,ɯ,s
34889,衉,,,,,khr,a,̠ɡ
34890,衊,met³̲³̲,m,et̲̲,³,m,e,̠d
34891,衋,hɨk³̲³̲,h,ɨk̲̲,³,qphr,ɯ,ɡ
34892,行,ɦʷɰæŋ³¹,ɦʷɰæŋ,,³¹,ɡ,a,̠ŋs
34893,衍,jiᴇn³¹,j,iᴇn,³¹,ɢ,e,ns
34894,衎,kʰɑn³¹,kʰ,ɑn,³¹,kh,a,̠ns
34895,衏,,,,,,,
34896,衐,,,,,,,
34897,衑,,,,,,,
34898,衒,kʷen³¹,kʷ,en,³¹,ɡʷ,i,̠ns
34899,術,ʑʷit³̲³̲,ʑʷ,it̲̲,³,ɢlj,u,d
34900,衔,ɦɰæm³³,ɦɰæm,,³³,,,
34901,衕,duŋ³³,d,uŋ,³³,d,o,̠ŋs
34902,衖,ɦɰɔŋ³¹,ɦɰɔŋ,,³¹,ɡr,o,̠ŋs
34903,街,kʷiᴇ³³,kʷ,iᴇ,³³,kr,e,̠
34904,衘,,,,,ɡr,a,̠m
34905,衙,ŋɰæ³³,ŋɰæ,,³³,ŋr,a,̠
34906,衚,,,,,,,
34907,衛,ʔɰiᴇt³̲³̲,ʔɰ,iᴇt̲̲,³,ɢʷ,a,ds
34908,衜,,,,,,,
34909,衝,tɕʰjʊŋ³³,tɕʰj,ʊŋ,³³,thj,o,ŋ
34910,衞,ɦʲʷiᴇi³¹,ɦʲʷ,iᴇi,³¹,ɢʷ,a,ds
34911,衟,dɑu³⁵,d,ɑu,³⁵,,,
34912,衠,,,,,,,
34913,衡,ɦɰæŋ³³,ɦɰæŋ,,³³,ɡr,a,̠ŋ
34914,衢,ɡjʊ³³,ɡj,ʊ,³³,ɡʷ,a,
34915,衣,ʔɨi³³,ʔ,ɨi,³³,q,ɯ,l
34916,衤,,,,,,,
34917,补,pu̯o³⁵,p,u̯o,³⁵,,,
34918,衦,kɑn³¹,k,ɑn,³¹,k,a,̠nʔ
34919,衧,ɦʲjʊ³³,ɦʲj,ʊ,³³,ɢʷ,a,
34920,表,piᴇu³³,p,iᴇu,³³,pr,a,wʔ
34921,衩,tʂʰɰæ³¹,tʂʰɰæ,,³¹,,,
34922,衪,jiᴇ³⁵,j,iᴇ,³⁵,l,a,l
34923,衫,ʂɰæm³³,ʂɰæm,,³³,sr,o,̠m
34924,衬,tʂʰɪn³¹,tʂʰ,ɪn,³¹,,,
34925,衭,bjʊ³³,bj,ʊ,³³,p,a,
34926,衮,ku̯on³⁵,k,u̯on,³⁵,kl,u,̠nʔ
34927,衯,bu̯on³³,b,u̯on,³³,ph,ɯ,n
34928,衰,tʂʰʷɰiᴇ³³,tʂʰʷɰ,iᴇ,³³,shr,o,l
34929,衱,kjap³̲³̲,kj,ap̲̲,³,k,a,b
34930,衲,nəp³̲³̲,n,əp̲̲,³,,,
34931,衳,tsʰjʊŋ³⁵,tsʰj,ʊŋ,³⁵,,,
34932,衴,təm³⁵,t,əm,³⁵,,,
34933,衵,ȵit³̲³̲,ȵ,it̲̲,³,m‧l,i,ɡ
34934,衶,,,,,,,
34935,衷,ʈjuŋ³³,ʈj,uŋ,³³,k‧l,u,ŋs
34936,衸,ɦɰɛi³¹,ɦɰ,ɛi,³¹,kr,e,̠ds
34937,衹,tʰei³⁵,tʰ,ei,³⁵,kj,e,
34938,衺,zjæ³³,zjæ,,³³,sɢ,a,̠
34939,衻,ȵiᴇm³³,ȵ,iᴇm,³³,,,
34940,衼,tɕiᴇ³³,tɕ,iᴇ,³³,,,
34941,衽,ȵim³¹,ȵ,im,³¹,mblj,u,ms
34942,衾,ʔɰim³⁵,ʔɰ,im,³⁵,khr,ɯ,m
34943,衿,ɡɰim³¹,ɡɰ,im,³¹,kr,ɯ,m
34944,袀,kʷin³³,kʷ,in,³³,kʷ,i,n
34945,袁,ɦʲʷjɤn³³,ɦʲʷj,ɤn,³³,ɢr,o,n
34946,袂,miᴇi³¹,m,iᴇi,³¹,mɡʷ,e,ds
34947,袃,ʈʰɰæi³¹,ʈʰɰæ,i,³¹,,,
34948,袄,ʔɑu³⁵,ʔ,ɑu,³⁵,,,
34949,袅,,,,,,,
34950,袆,,,,,,,
34951,袇,,,,,,,
34952,袈,kɰæ³³,kɰæ,,³³,,,
34953,袉,dɑ³⁵,d,ɑ,³⁵,l̥,a,̠lʔ
34954,袊,liᴇŋ³⁵,l,iᴇŋ,³⁵,ɡ,ə,r
34955,袋,dəi³¹,d,əi,³¹,,,
34956,袌,bɑu³³,b,ɑu,³³,b,u,̠
34957,袍,bɑu³¹,b,ɑu,³¹,b,u,̠
34958,袎,ʔɰæu³¹,ʔɰæ,u,³¹,,,
34959,袏,tsɑ³¹,ts,ɑ,³¹,s,a,̠ls
34960,袐,,,,,,,
34961,袑,dʑiᴇu³⁵,dʑ,iᴇu,³⁵,dj,e,wʔ
34962,袒,,,,,rd,a,̠ns
34963,袓,tsjæ³³,tsjæ,,³³,sk,a,̠
34964,袔,kʰʷɰæ³⁵,kʰʷɰæ,,³⁵,,,
34965,袕,ɦʷet³̲³̲,ɦʷ,et̲̲,³,ɢʷj,i,ɡ
34966,袖,zɨu³¹,z,ɨu,³¹,sɢl,ɯ,ws
34967,袗,tɕin³¹,tɕ,in,³¹,klj,ɯ,nʔ
34968,袘,jiᴇ³¹,j,iᴇ,³¹,l,a,lʔ
34969,袙,pʰɰæ³¹,pʰɰæ,,³¹,,,
34970,袚,pʰjut³̲³̲,pʰj,ut̲̲,³,p,o,̠d
34971,袛,tei³⁵,t,ei,³⁵,t,i,̠l
34972,袜,mʷɑt³̲³̲,mʷ,ɑt̲̲,³,,,
34973,袝,bjʊ³¹,bj,ʊ,³¹,b,o,s
34974,袞,,,,,kl,u,̠nʔ
34975,袟,,,,,ɡ‧l,i,d
34976,袠,ɖit³̲³̲,ɖ,it̲̲,³,ɡ‧l,i,ɡ
34977,袡,ȵiᴇm³³,ȵ,iᴇm,³³,nj,a,m
34978,袢,bʷjɤn³³,bʷj,ɤn,³³,b,a,n
34979,袣,ji³¹,j,i,³¹,ɢl,e,bs
34980,袤,mu³¹,m,u,³¹,m,u,̠s
34981,袥,tʰɑk³̲³̲,tʰ,ɑk̲̲,³,kh‧l,a,̠ɡ
34982,袦,,,,,,,
34983,袧,kjʊ³³,kj,ʊ,³³,,,
34984,袨,ɦʷen³¹,ɦʷ,en,³¹,ɡʷ,i,̠ns
34985,袩,tem³³,t,em,³³,,,
34986,袪,kʰjɤ³³,kʰj,ɤ,³³,kh,a,
34987,被,bɰiᴇ³⁵,bɰ,iᴇ,³⁵,br,a,ls
34988,袬,,,,,,,
34989,袭,zip³̲³̲,z,ip̲̲,³,,,
34990,袮,,,,,,,
34991,袯,,,,,,,
34992,袰,,,,,,,
34993,袱,,,,,,,
34994,袲,tɕʰiᴇ³⁵,tɕʰ,iᴇ,³⁵,ɢl,a,l
34995,袳,tɕʰiᴇ³⁵,tɕʰ,iᴇ,³⁵,khlj,a,lʔ
34996,袴,kʰu̯o³¹,kʰ,u̯o,³¹,khʷ,a,̠s
34997,袵,ȵim³⁵,ȵ,im,³⁵,mblj,u,mʔ
34998,袶,kɰɔŋ³¹,kɰɔŋ,,³¹,kr,o,̠ms
34999,袷,kʰɰɛp³̲³̲,kʰɰ,ɛp̲̲,³,k,o,b
35000,袸,,,,,z,u,̠n
35001,袹,mɰæt³̲³̲,mɰæt̲̲,,³,,,
35002,袺,kɰɛt³̲³̲,kɰ,ɛt̲̲,³,k,i,̠d
35003,袻,ȵʷiᴇn³³,ȵʷ,iᴇn,³³,,,
35004,袼,lɑk³̲³̲,l,ɑk̲̲,³,kl,a,̠ɡ
35005,袽,ɳjɤ³³,ɳj,ɤ,³³,n,a,
35006,袾,tɕʰjʊ³³,tɕʰj,ʊ,³³,thj,o,
35007,袿,kʷiᴇ³³,kʷ,iᴇ,³³,kʷ,e,̠
35008,裀,ʔin³³,ʔ,in,³³,,,
35009,裁,dzəi³³,dz,əi,³³,z,ɯ,̠s
35010,裂,liᴇt³̲³̲,l,iᴇt̲̲,³,r,e,d
35011,裃,,,,,,,
35012,裄,,,,,,,
35013,装,tʂjaŋ³³,tʂj,aŋ,³³,,,
35014,裆,tɑŋ³³,t,ɑŋ,³³,,,
35015,裇,,,,,,,
35016,裈,,,,,,,
35017,裉,lɑŋ³⁵,l,ɑŋ,³⁵,,,
35018,裊,,,,,n,e,̠wʔ
35019,裋,dʑjʊ³¹,dʑj,ʊ,³¹,ɡlj,o,ʔ
35020,裌,kɰɛp³̲³̲,kɰ,ɛp̲̲,³,,,
35021,裍,kʰu̯on³⁵,kʰ,u̯on,³⁵,,,
35022,裎,ɖiᴇŋ³⁵,ɖ,iᴇŋ,³⁵,ɡ‧l,e,ŋ
35023,裏,lɨ³⁵,l,ɨ,³⁵,m,ə,r
35024,裐,,,,,,,
35025,裑,ɕin³³,ɕ,in,³³,,,
35026,裒,bu³³,b,u,³³,br,u,
35027,裓,kɰɛi³³,kɰ,ɛi,³³,,,
35028,裔,jiᴇi³¹,j,iᴇi,³¹,l,e,ds
35029,裕,jʊ³¹,j,ʊ,³¹,ɢl,o,ɡs
35030,裖,tɕin³⁵,tɕ,in,³⁵,plj,ɯ,nʔ
35031,裗,lɨu³³,l,ɨu,³³,r,u,
35032,裘,ɡjuk³̲³̲,ɡj,uk̲̲,³,ɡ,ɯ,
35033,裙,,,,,ɡl,u,n
35034,裚,tsei³¹,ts,ei,³¹,sk,e,̠ls
35035,裛,ʔɰiᴇp³̲³̲,ʔɰ,iᴇp̲̲,³,qr,a,b
35036,補,pu̯o³⁵,p,u̯o,³⁵,p,a,̠ʔ
35037,裝,tʂjaŋ³¹,tʂj,aŋ,³¹,skr,a,ŋs
35038,裞,ɕʷiᴇi³¹,ɕʷ,iᴇi,³¹,l̥,o,ds
35039,裟,ʂɰæ³³,ʂɰæ,,³³,,,
35040,裠,ɡjun³³,ɡj,un,³³,ɡl,u,n
35041,裡,,,,,,,
35042,裢,,,,,,,
35043,裣,,,,,,,
35044,裤,,,,,,,
35045,裥,kɰɛn³⁵,kɰ,ɛn,³⁵,,,
35046,裦,bɨu³³,b,ɨu,³³,,,
35047,裧,tʰɑm³⁵,tʰ,ɑm,³⁵,khlj,a,ms
35048,裨,bek³̲³̲,b,ek̲̲,³,b,e,
35049,裩,ku̯on³³,k,u̯on,³³,k,u,̠n
35050,裪,dɑu³³,d,ɑu,³³,b‧l,u,
35051,裫,ʔʷen³³,ʔʷ,en,³³,,,
35052,裬,lɨŋ³³,l,ɨŋ,³³,,,
35053,裭,,,,,,,
35054,裮,tɕʰjaŋ³³,tɕʰj,aŋ,³³,,,
35055,裯,ɖɨu³³,ɖ,ɨu,³³,ɡ‧l,o,
35056,裰,tʷɑt³̲³̲,tʷ,ɑt̲̲,³,,,
35057,裱,piᴇu³⁵,p,iᴇu,³⁵,pr,a,ws
35058,裲,ljaŋ³⁵,lj,aŋ,³⁵,r,a,ŋʔ
35059,裳,dʑjaŋ³³,dʑj,aŋ,³³,ɡlj,a,ŋ
35060,裴,bʷɨi³³,bʷ,ɨi,³³,b,u,̠l
35061,裵,,,,,b,u,̠l
35062,裶,pʰʷɨi³³,pʰʷ,ɨi,³³,ph,ɯ,l
35063,裷,ʔʷjɤn³⁵,ʔʷj,ɤn,³⁵,kh,o,nʔ
35064,裸,lʷɑ³⁵,lʷ,ɑ,³⁵,ɡ,ə,r
35065,裹,kʷɑ³⁵,kʷ,ɑ,³⁵,kl,o,̠lʔ
35066,裺,ʔɰiᴇm³⁵,ʔɰ,iᴇm,³⁵,q,o,ms
35067,裻,su̯ok³̲³̲,s,u̯ok̲̲,³,skl,u,̠ɡ
35068,裼,sek³̲³̲,s,ek̲̲,³,l̥j,e,̠ɡ
35069,製,tɕiᴇi³¹,tɕ,iᴇi,³¹,kj,e,ds
35070,裾,ɡjɤ³³,ɡj,ɤ,³³,k,a,
35071,裿,kʰɰiᴇ³⁵,kʰɰ,iᴇ,³⁵,,,
35072,褀,ɡɨ³¹,ɡ,ɨ,³¹,,,
35073,褁,,,,,kl,o,̠lʔ
35074,褂,,,,,,,
35075,褃,,,,,,,
35076,褄,,,,,,,
35077,褅,tʰei³¹,tʰ,ei,³¹,ɡ‧l,e,̠ɡs
35078,褆,ɖiᴇ³⁵,ɖ,iᴇ,³⁵,ɡ‧l,e,ʔ
35079,複,pjuk³̲³̲,pj,uk̲̲,³,p,u,ɡ
35080,褈,tɕʰjʊŋ³³,tɕʰj,ʊŋ,³³,,,
35081,褉,het³̲³̲,h,et̲̲,³,,,
35082,褊,piᴇn³⁵,p,iᴇn,³⁵,p,e,nʔ
35083,褋,dep³̲³̲,d,ep̲̲,³,ɡ‧l,e,̠b
35084,褌,ku̯on³³,k,u̯on,³³,k,u,̠n
35085,褍,tʷɑ³⁵,tʷ,ɑ,³⁵,k‧l,o,̠n
35086,褎,jɨu³¹,j,ɨu,³¹,l,ɯ,ws
35087,褏,jɨu³¹,j,ɨu,³¹,l,ɯ,ws
35088,褐,ɦɑt³̲³̲,ɦ,ɑt̲̲,³,ɡ,a,̠d
35089,褑,ɦʲʷjɤn³³,ɦʲʷj,ɤn,³³,ɢr,o,ns
35090,褒,pɑu³³,p,ɑu,³³,p,u,̠
35091,褓,pɑu³⁵,p,ɑu,³⁵,p,u,̠ʔ
35092,褔,pʰɨu³¹,pʰ,ɨu,³¹,ph,ɯ,ɡs
35093,褕,jʊ³³,j,ʊ,³³,l,o,
35094,褖,tʰʷɑn³¹,tʰʷ,ɑn,³¹,kh‧l,o,̠ns
35095,褗,ʔjɤn³⁵,ʔj,ɤn,³⁵,q,a,ns
35096,褘,ɦʲʷɨi³³,ɦʲʷ,ɨi,³³,qhʷ,ɯ,l
35097,褙,pu̯oi³¹,p,u̯oi,³¹,,,
35098,褚,tjɤ³⁵,tj,ɤ,³⁵,k‧l,a,ʔ
35099,褛,,,,,,,
35100,褜,,,,,,,
35101,褝,,,,,,,
35102,褞,ʔu̯on³³,ʔ,u̯on,³³,q,u,nʔ
35103,褟,,,,,,,
35104,褠,ku³³,k,u,³³,k,o,̠
35105,褡,təp³̲³̲,t,əp̲̲,³,,,
35106,褢,ɦʷɰɛi³³,ɦʷɰ,ɛi,³³,ɡr,u,̠l
35107,褣,jʊŋ³³,j,ʊŋ,³³,ɢl,o,ŋ
35108,褤,ɦʲʷjɤn³³,ɦʲʷj,ɤn,³³,,,
35109,褥,nu̯ok³̲³̲,n,u̯ok̲̲,³,n,u,̠ɡ
35110,褦,nəi³¹,n,əi,³¹,,,
35111,褧,kʰʷeŋ³⁵,kʰʷ,eŋ,³⁵,khʷ,e,̠ŋʔ
35112,褨,tsʰɑ³⁵,tsʰ,ɑ,³⁵,,,
35113,褩,pʷɑn³³,pʷ,ɑn,³³,,,
35114,褪,,,,,,,
35115,褫,ʈʰiᴇ³⁵,ʈʰ,iᴇ,³⁵,ɡ‧l,e,
35116,褬,sɑŋ³⁵,s,ɑŋ,³⁵,,,
35117,褭,ȵiᴇu³⁵,ȵ,iᴇu,³⁵,n,e,̠wʔ
35118,褮,ʔɰɛŋ³³,ʔɰ,ɛŋ,³³,qr,e,̠ŋ
35119,褯,dzjæ³¹,dzjæ,,³¹,,,
35120,褰,kʰɰiᴇn³³,kʰɰ,iᴇn,³³,khr,a,n
35121,褱,ɦʷɰɛi³³,ɦʷɰ,ɛi,³³,ɡr,u,̠l
35122,褲,,,,,,,
35123,褳,,,,,,,
35124,褴,,,,,,,
35125,褵,liᴇ³³,l,iᴇ,³³,b,ə,r
35126,褶,dʑip³̲³̲,dʑ,ip̲̲,³,ɡlj,u,b
35127,褷,ʂiᴇ³³,ʂ,iᴇ,³³,,,
35128,褸,ljʊ³³,lj,ʊ,³³,ɡ,ə,r
35129,褹,ŋiᴇi³¹,ŋ,iᴇi,³¹,ŋr,e,̠ds
35130,褺,dep³̲³̲,d,ep̲̲,³,ɡ‧l,i,̠b
35131,褻,siᴇt³̲³̲,s,iᴇt̲̲,³,sŋ,e,d
35132,褼,siᴇn³³,s,iᴇn,³³,,,
35133,褽,ʔʷɨi³¹,ʔʷ,ɨi,³¹,q,u,ds
35134,褾,piᴇu³⁵,p,iᴇu,³⁵,,,
35135,褿,dzɑu³³,dz,ɑu,³³,sɡ,u,̠
35136,襀,tsiᴇk³̲³̲,ts,iᴇk̲̲,³,,,
35137,襁,kjaŋ³⁵,kj,aŋ,³⁵,k,a,ŋʔ
35138,襂,səm³³,s,əm,³³,sr,o,̠m
35139,襃,pɑu³³,p,ɑu,³³,p,u,̠
35140,襄,ȵjaŋ³³,ȵj,aŋ,³³,sl,a,ŋ
35141,襅,,,,,,,
35142,襆,bjʊk³̲³̲,bj,ʊk̲̲,³,p,o,̠ɡ
35143,襇,kɰɛn³¹,kɰ,ɛn,³¹,,,
35144,襈,ɡʷɰiᴇn³¹,ɡʷɰ,iᴇn,³¹,sɡr,o,ns
35145,襉,kɰɛn³⁵,kɰ,ɛn,³⁵,,,
35146,襊,tsʰʷɑt³̲³̲,tsʰʷ,ɑt̲̲,³,,,
35147,襋,kɨk³̲³̲,k,ɨk̲̲,³,kr,ɯ,ɡ
35148,襌,tɑn³³,t,ɑn,³³,t,a,̠n
35149,襍,dzəp³̲³̲,dz,əp̲̲,³,sɡ,u,̠b
35150,襎,bʷjɤn³³,bʷj,ɤn,³³,b,a,n
35151,襏,pjut³̲³̲,pj,ut̲̲,³,p,a,̠d
35152,襐,dɑŋ³⁵,d,ɑŋ,³⁵,sɢl,a,ŋʔ
35153,襑,tʰəm³⁵,tʰ,əm,³⁵,sɢl,u,m
35154,襒,bet³̲³̲,b,et̲̲,³,b,e,̠d
35155,襓,ȵiᴇu³³,ȵ,iᴇu,³³,mɡlj,e,w
35156,襔,,,,,,,
35157,襕,,,,,,,
35158,襖,ʔɑu³⁵,ʔ,ɑu,³⁵,q,u,̠ʔ
35159,襗,ɖɰæk³̲³̲,ɖɰæk̲̲,,³,ɢl,a,ɡ
35160,襘,kʷɑi³¹,kʷ,ɑi,³¹,k,o,̠bs
35161,襙,,,,,,,
35162,襚,zʷi³¹,zʷ,i,³¹,lj,u,ds
35163,襛,ȵjʊŋ³³,ȵj,ʊŋ,³³,nj,o,ŋ
35164,襜,tɕʰiᴇm³¹,tɕʰ,iᴇm,³¹,khlj,a,ms
35165,襝,liᴇm³³,l,iᴇm,³³,,,
35166,襞,piᴇk³̲³̲,p,iᴇk̲̲,³,p,e,ɡ
35167,襟,kɰim³³,kɰ,im,³³,kr,ɯ,m
35168,襠,tɑŋ³³,t,ɑŋ,³³,k‧l,a,̠ŋ
35169,襡,ʈɰɔk³̲³̲,ʈɰɔk̲̲,,³,ɡlj,o,ɡ
35170,襢,dɑn³⁵,d,ɑn,³⁵,d,a,̠nʔ
35171,襣,bi³¹,b,i,³¹,b,i,ds
35172,襤,lɑm³³,l,ɑm,³³,ɡ,ə,r
35173,襥,,,,,,,
35174,襦,sjʊ³³,sj,ʊ,³³,nj,o,
35175,襧,,,,,,,
35176,襨,,,,,,,
35177,襩,ɖjʊŋ³⁵,ɖj,ʊŋ,³⁵,,,
35178,襪,mʷjɤt³̲³̲,mʷj,ɤt̲̲,³,m,a,d
35179,襫,ɕiᴇk³̲³̲,ɕ,iᴇk̲̲,³,qhj,a,ɡ
35180,襬,pɰiᴇ³³,pɰ,iᴇ,³³,phr,e,ls
35181,襭,ɦet³̲³̲,ɦ,et̲̲,³,ɡ,i,̠d
35182,襮,pɑk³̲³̲,p,ɑk̲̲,³,p,o,̠wɡ
35183,襯,tʂʰɪn³¹,tʂʰ,ɪn,³¹,shr,i,ns
35184,襰,,,,,,,
35185,襱,luŋ³⁵,l,uŋ,³⁵,ɡ,ə,r
35186,襲,zip³̲³̲,z,ip̲̲,³,lj,u,b
35187,襳,ʂim³³,ʂ,im,³³,sr,e,m
35188,襴,lɑn³³,l,ɑn,³³,,,
35189,襵,ʈiᴇp³̲³̲,ʈ,iᴇp̲̲,³,,,
35190,襶,təi³¹,t,əi,³¹,,,
35191,襷,,,,,,,
35192,襸,tsɑn³¹,ts,ɑn,³¹,,,
35193,襹,ʂɰiᴇ³⁵,ʂɰ,iᴇ,³⁵,spr,e,l
35194,襺,ken³⁵,k,en,³⁵,k,e,̠nʔ
35195,襻,pʰɰæn³¹,pʰɰæn,,³¹,,,
35196,襼,,,,,,,
35197,襽,lɑn³³,l,ɑn,³³,,,
35198,襾,mɰæn³¹,mɰæn,,³¹,qr,a,̠s
35199,西,hɰæ³¹,hɰæ,,³¹,sl,ɯ,̠l
35200,覀,hɰæ³⁵,hɰæ,,³⁵,qhr,a,̠ʔ
35201,要,ʔiᴇu³¹,ʔ,iᴇu,³¹,q,e,ws
35202,覂,bjʊŋ³¹,bj,ʊŋ,³¹,p,o,mʔ
35203,覃,dəm³³,d,əm,³³,ɡ‧l,u,̠m
35204,覄,,,,,,,
35205,覅,,,,,,,
35206,覆,bɨu³¹,b,ɨu,³¹,ph,u,ɡs
35207,覇,,,,,,,
35208,覈,ɦʲjɤt³̲³̲,ɦʲj,ɤt̲̲,³,ɡl,e,̠d
35209,覉,,,,,,,
35210,覊,,,,,,,
35211,見,ken³¹,k,en,³¹,k,e,̠ns
35212,覌,,,,,,,
35213,覍,,,,,br,o,ns
35214,覎,ʔjam³¹,ʔj,am,³¹,,,
35215,規,kʷiᴇ³³,kʷ,iᴇ,³³,kʷ,e,l
35216,覐,kɰɔk³̲³̲,kɰɔk̲̲,,³,,,
35217,覑,pʰen³⁵,pʰ,en,³⁵,,,
35218,覒,mɑu³³,m,ɑu,³³,m,a,̠ws
35219,覓,mek³̲³̲,m,ek̲̲,³,m,e,̠ɡ
35220,覔,,,,,,,
35221,覕,pin³¹,p,in,³¹,mbl,i,̠ɡ
35222,視,dʑi³¹,dʑ,i,³¹,ɡj,i,lʔ
35223,覗,sɨ³³,s,ɨ,³³,l̥j,ɯ,s
35224,覘,ʈʰiᴇm³³,ʈʰ,iᴇm,³³,kh‧l,e,m
35225,覙,,,,,,,
35226,覚,,,,,,,
35227,覛,mɰɛk³̲³̲,mɰ,ɛk̲̲,³,m,e,̠ɡ
35228,覜,tʰeu³⁵,tʰ,eu,³⁵,kh‧l,e,̠ws
35229,覝,liᴇm³³,l,iᴇm,³³,r,a,m
35230,覞,jiᴇu³¹,j,iᴇu,³¹,l,a,ws
35231,覟,tɕɨ³¹,tɕ,ɨ,³¹,,,
35232,覠,kʷɰin³³,kʷɰ,in,³³,,,
35233,覡,ɦek³̲³̲,ɦ,ek̲̲,³,ɡ,e,̠ɡ
35234,覢,ɕiᴇm³⁵,ɕ,iᴇm,³⁵,qhlj,a,mʔ
35235,覣,ʔʷɰiᴇ³³,ʔʷɰ,iᴇ,³³,qr,o,l
35236,覤,kʰɰjæk³̲³̲,kʰɰjæk̲̲,,³,sqr,a,̠ɡ
35237,覥,,,,,,,
35238,覦,jʊ³¹,j,ʊ,³¹,l,o,s
35239,覧,,,,,ɡ,ə,r
35240,覨,ŋɑk³̲³̲,ŋ,ɑk̲̲,³,,,
35241,覩,tu̯o³⁵,t,u̯o,³⁵,k‧l,a,̠ʔ
35242,親,,,,,sh,i,ns
35243,覫,pʰɑŋ³⁵,pʰ,ɑŋ,³⁵,,,
35244,覬,ki³¹,k,i,³¹,kr,ɯ,ls
35245,覭,mek³̲³̲,m,ek̲̲,³,m,e,̠ɡ
35246,覮,pʰeŋ³³,pʰ,eŋ,³³,pqhʷ,e,̠ŋ
35247,覯,ɦu³¹,ɦ,u,³¹,k,o,̠s
35248,覰,tsʰjɤ³¹,tsʰj,ɤ,³¹,skh,a,s
35249,覱,tʂɰæm³³,tʂɰæm,,³³,,,
35250,覲,ɡɰin³¹,ɡɰ,in,³¹,ɡr,ɯ,ns
35251,観,,,,,,,
35252,覴,ʈʰɨŋ³¹,ʈʰ,ɨŋ,³¹,,,
35253,覵,pɰiᴇn³⁵,pɰ,iᴇn,³⁵,kr,e,̠ns
35254,覶,lʷɑ³³,lʷ,ɑ,³³,ɡ,ə,r
35255,覷,,,,,,,
35256,覸,kɰɛn³¹,kɰ,ɛn,³¹,kr,e,̠ns
35257,覹,mʷɨi³³,mʷ,ɨi,³³,mr,ɯ,l
35258,覺,kɰæu³¹,kɰæ,u,³¹,kr,u,̠ɡ
35259,覻,tsʰjʊ³¹,tsʰj,ʊ,³¹,,,
35260,覼,lʷɑ³³,lʷ,ɑ,³³,,,
35261,覽,lɑm³⁵,l,ɑm,³⁵,ɡ,ə,r
35262,覾,,,,,,,
35263,覿,dek³̲³̲,d,ek̲̲,³,ɡ‧l,ɯ,̠wɡ
35264,觀,kʷɑn³³,kʷ,ɑn,³³,k,o,̠ns
35265,见,ken³¹,k,en,³¹,,,
35266,观,kʷɑn³³,kʷ,ɑn,³³,,,
35267,觃,,,,,,,
35268,规,kʷiᴇ³³,kʷ,iᴇ,³³,,,
35269,觅,mek³̲³̲,m,ek̲̲,³,,,
35270,视,dʑi³¹,dʑ,i,³¹,,,
35271,觇,,,,,,,
35272,览,lɑm³⁵,l,ɑm,³⁵,,,
35273,觉,kɰæu³¹,kɰæ,u,³¹,,,
35274,觊,,,,,,,
35275,觋,,,,,,,
35276,觌,,,,,,,
35277,觍,,,,,,,
35278,觎,,,,,,,
35279,觏,,,,,,,
35280,觐,,,,,,,
35281,觑,,,,,,,
35282,角,luk³̲³̲,l,uk̲̲,³,ɡ,ə,r
35283,觓,ɡju³³,ɡj,u,³³,ɡr,ɯ,w
35284,觔,,,,,k,ɯ,n
35285,觕,tɕʰjʊk³̲³̲,tɕʰj,ʊk̲̲,³,z,a,̠ʔ
35286,觖,kʰʷiᴇ³¹,kʰʷ,iᴇ,³¹,kʷ,e,̠d
35287,觗,tɕiᴇ³³,tɕ,iᴇ,³³,kj,e,s
35288,觘,tʂʰɰæu³³,tʂʰɰæ,u,³³,,,
35289,觙,,,,,kr,ɯ,b
35290,觚,ku̯o³³,k,u̯o,³³,kʷ,a,̠
35291,觛,,,,,d,a,̠nʔ
35292,觜,tsʷiᴇ³³,tsʷ,iᴇ,³³,s,e,
35293,觝,tei³⁵,t,ei,³⁵,t,i,̠lʔ
35294,觞,,,,,,,
35295,觟,ɦɰɛ³⁵,ɦɰ,ɛ,³⁵,ɡʷr,a,̠ʔ
35296,觠,kʷɰiᴇn³¹,kʷɰ,iᴇn,³¹,ɡr,o,n
35297,觡,kɰæk³̲³̲,kɰæk̲̲,,³,kr,a,̠ɡ
35298,觢,tɕʰiᴇi³¹,tɕʰ,iᴇi,³¹,ɡj,e,ds
35299,解,ɦɰɛ³⁵,ɦɰ,ɛ,³⁵,kr,e,̠s
35300,觤,kʷɰiᴇ³⁵,kʷɰ,iᴇ,³⁵,kr,o,lʔ
35301,觥,kʷɰæŋ³³,kʷɰæŋ,,³³,kʷr,a,̠ŋ
35302,触,tɕʰjʊk³̲³̲,tɕʰj,ʊk̲̲,³,,,
35303,觧,,,,,,,
35304,觨,,,,,,,
35305,觩,ɡju³³,ɡj,u,³³,ɡ,u,
35306,觪,sʷiᴇŋ³³,sʷ,iᴇŋ,³³,skʷl,e,ŋ
35307,觫,suk³̲³̲,s,uk̲̲,³,sl,o,̠ɡ
35308,觬,ŋei³⁵,ŋ,ei,³⁵,ŋɡ,e,̠
35309,觭,kʰɰiᴇ³³,kʰɰ,iᴇ,³³,khr,a,l
35310,觮,luk³̲³̲,l,uk̲̲,³,,,
35311,觯,,,,,,,
